,Unnamed: 0,state,date,retail,grocery,parks,transit,workplaces,residential,fips,cases,deaths
0,3,Arizona,2020-02-15,3,2,13.0,3.0,-1,0,4,1,0
1,5,California,2020-02-15,1,1,19.0,1.0,-1,0,6,7,0
2,14,Illinois,2020-02-15,4,3,10.0,3.0,3,-1,17,2,0
3,22,Massachusetts,2020-02-15,2,-4,0.0,3.0,-2,0,25,1,0
4,44,Texas,2020-02-15,3,3,12.0,3.0,1,-1,48,2,0
5,48,Washington,2020-02-15,2,-1,8.0,8.0,-3,0,53,1,0
6,50,Wisconsin,2020-02-15,7,6,22.0,3.0,3,-1,55,1,0
7,55,Arizona,2020-02-16,7,3,30.0,3.0,0,-1,4,1,0
8,57,California,2020-02-16,5,0,31.0,1.0,-1,-1,6,7,0
9,66,Illinois,2020-02-16,8,2,29.0,3.0,2,-1,17,2,0
10,74,Massachusetts,2020-02-16,6,-4,3.0,-1.0,0,0,25,1,0
11,96,Texas,2020-02-16,8,3,20.0,4.0,1,-1,48,2,0
12,100,Washington,2020-02-16,15,3,19.0,5.0,-1,-1,53,1,0
13,102,Wisconsin,2020-02-16,12,6,34.0,-1.0,2,-2,55,1,0
14,107,Arizona,2020-02-17,9,1,35.0,1.0,-25,5,4,1,0
15,109,California,2020-02-17,9,1,44.0,-12.0,-38,8,6,7,0
16,118,Illinois,2020-02-17,2,-3,-14.0,-13.0,-23,6,17,2,0
17,126,Massachusetts,2020-02-17,11,-2,32.0,-26.0,-42,9,25,1,0
18,132,Nebraska,2020-02-17,7,1,13.0,1.0,-14,4,31,10,0
19,148,Texas,2020-02-17,6,2,21.0,2.0,-18,4,48,2,0
20,152,Washington,2020-02-17,12,2,63.0,-7.0,-35,6,53,1,0
21,154,Wisconsin,2020-02-17,-6,-2,-1.0,-7.0,-5,3,55,1,0
22,159,Arizona,2020-02-18,2,2,14.0,6.0,2,0,4,1,0
23,161,California,2020-02-18,0,0,16.0,3.0,0,0,6,7,0
24,170,Illinois,2020-02-18,1,-1,5.0,2.0,1,0,17,2,0
25,178,Massachusetts,2020-02-18,-4,-10,-18.0,-4.0,-10,3,25,1,0
26,184,Nebraska,2020-02-18,5,2,24.0,6.0,2,0,31,10,0
27,200,Texas,2020-02-18,-1,-1,-4.0,3.0,1,0,48,2,0
28,204,Washington,2020-02-18,5,2,52.0,7.0,-4,0,53,1,0
29,206,Wisconsin,2020-02-18,-1,0,17.0,3.0,0,0,55,1,0
30,211,Arizona,2020-02-19,4,2,14.0,7.0,1,0,4,1,0
31,213,California,2020-02-19,0,0,13.0,1.0,0,0,6,7,0
32,222,Illinois,2020-02-19,1,-1,3.0,2.0,1,0,17,2,0
33,230,Massachusetts,2020-02-19,3,-3,3.0,-2.0,-10,2,25,1,0
34,236,Nebraska,2020-02-19,-6,-3,-6.0,-2.0,1,1,31,10,0
35,252,Texas,2020-02-19,-2,0,-12.0,0.0,3,1,48,2,0
36,256,Washington,2020-02-19,4,3,60.0,7.0,-2,-1,53,1,0
37,258,Wisconsin,2020-02-19,-1,0,0.0,0.0,2,0,55,1,0
38,263,Arizona,2020-02-20,5,2,21.0,5.0,-1,0,4,1,0
39,265,California,2020-02-20,2,1,12.0,1.0,0,0,6,8,0
40,274,Illinois,2020-02-20,0,0,0.0,0.0,2,0,17,2,0
41,282,Massachusetts,2020-02-20,3,-2,-1.0,-2.0,-8,2,25,1,0
42,288,Nebraska,2020-02-20,1,-1,4.0,3.0,1,1,31,11,0
43,304,Texas,2020-02-20,-1,-2,-13.0,-1.0,1,1,48,2,0
44,308,Washington,2020-02-20,4,3,53.0,5.0,-2,0,53,1,0
45,310,Wisconsin,2020-02-20,0,-1,-2.0,0.0,2,0,55,1,0
46,315,Arizona,2020-02-21,2,1,10.0,4.0,0,0,4,1,0
47,317,California,2020-02-21,1,0,8.0,0.0,1,0,6,9,0
48,326,Illinois,2020-02-21,2,0,5.0,5.0,2,-1,17,2,0
49,334,Massachusetts,2020-02-21,0,-6,-9.0,-3.0,-9,3,25,1,0
50,340,Nebraska,2020-02-21,8,3,21.0,7.0,2,-1,31,11,0
51,356,Texas,2020-02-21,2,0,-2.0,2.0,3,-1,48,4,0
52,360,Washington,2020-02-21,3,-1,55.0,4.0,-1,-1,53,1,0
53,362,Wisconsin,2020-02-21,2,0,9.0,4.0,2,1,55,1,0
54,367,Arizona,2020-02-22,-2,-4,-42.0,-6.0,-4,3,4,1,0
55,369,California,2020-02-22,0,0,-3.0,-4.0,1,1,6,9,0
56,378,Illinois,2020-02-22,11,9,57.0,10.0,7,-2,17,2,0
57,386,Massachusetts,2020-02-22,5,-2,49.0,5.0,1,-1,25,1,0
58,392,Nebraska,2020-02-22,11,6,73.0,8.0,0,-2,31,11,0
59,408,Texas,2020-02-22,3,1,13.0,3.0,4,-1,48,4,0
60,412,Washington,2020-02-22,4,0,44.0,9.0,0,-1,53,1,0
61,414,Wisconsin,2020-02-22,11,9,50.0,9.0,5,-2,55,1,0
62,419,Arizona,2020-02-23,6,1,6.0,7.0,1,0,4,1,0
63,421,California,2020-02-23,4,1,16.0,3.0,2,0,6,9,0
64,430,Illinois,2020-02-23,11,9,104.0,7.0,4,-2,17,2,0
65,438,Massachusetts,2020-02-23,9,1,66.0,6.0,3,-1,25,1,0
66,444,Nebraska,2020-02-23,11,6,43.0,7.0,5,-1,31,11,0
67,460,Texas,2020-02-23,4,1,-11.0,3.0,1,0,48,4,0
68,464,Washington,2020-02-23,10,0,-11.0,3.0,1,0,53,1,0
69,466,Wisconsin,2020-02-23,15,10,65.0,8.0,5,-2,55,1,0
70,471,Arizona,2020-02-24,5,1,15.0,5.0,3,0,4,1,0
71,473,California,2020-02-24,2,0,12.0,1.0,4,0,6,11,0
72,482,Illinois,2020-02-24,1,6,-2.0,0.0,2,0,17,2,0
73,490,Massachusetts,2020-02-24,4,0,51.0,1.0,4,-1,25,1,0
74,496,Nebraska,2020-02-24,4,6,24.0,4.0,3,0,31,12,0
75,512,Texas,2020-02-24,2,1,1.0,2.0,3,0,48,10,0
76,516,Washington,2020-02-24,3,-1,15.0,3.0,4,-1,53,5,0
77,518,Wisconsin,2020-02-24,2,5,9.0,-1.0,3,0,55,1,0
78,523,Arizona,2020-02-25,5,2,9.0,7.0,3,0,4,1,0
79,525,California,2020-02-25,3,1,20.0,3.0,3,-1,6,11,0
80,534,Illinois,2020-02-25,-1,-1,-3.0,-3.0,1,1,17,2,0
81,542,Massachusetts,2020-02-25,2,-3,12.0,2.0,3,0,25,1,0
82,548,Nebraska,2020-02-25,2,-3,10.0,0.0,1,1,31,13,0
83,564,Texas,2020-02-25,6,2,12.0,3.0,3,-1,48,10,0
84,565,Utah,2020-02-25,7,9,22.0,3.0,3,-1,49,1,0
85,568,Washington,2020-02-25,6,1,36.0,5.0,2,0,53,5,0
86,570,Wisconsin,2020-02-25,0,-1,8.0,0.0,2,0,55,1,0
87,575,Arizona,2020-02-26,9,4,10.0,9.0,2,-1,4,1,0
88,577,California,2020-02-26,5,3,16.0,3.0,2,-1,6,26,0
89,586,Illinois,2020-02-26,0,-1,-3.0,-1.0,-1,1,17,2,0
90,594,Massachusetts,2020-02-26,5,0,3.0,5.0,2,0,25,1,0
91,600,Nebraska,2020-02-26,10,6,15.0,6.0,2,-1,31,13,0
92,616,Texas,2020-02-26,10,6,0.0,5.0,4,-1,48,10,0
93,617,Utah,2020-02-26,10,10,26.0,6.0,2,-1,49,1,0
94,620,Washington,2020-02-26,9,4,48.0,7.0,2,-1,53,5,0
95,622,Wisconsin,2020-02-26,4,1,6.0,1.0,2,0,55,1,0
96,627,Arizona,2020-02-27,9,4,17.0,6.0,2,-1,4,1,0
97,629,California,2020-02-27,5,3,14.0,3.0,2,-1,6,26,0
98,638,Illinois,2020-02-27,6,4,4.0,2.0,2,0,17,2,0
99,646,Massachusetts,2020-02-27,4,0,-1.0,5.0,3,0,25,1,0
100,652,Nebraska,2020-02-27,6,2,14.0,7.0,2,0,31,13,0
101,668,Texas,2020-02-27,11,6,25.0,7.0,2,-2,48,10,0
102,669,Utah,2020-02-27,10,12,37.0,8.0,2,-1,49,1,0
103,672,Washington,2020-02-27,9,4,57.0,9.0,2,-1,53,5,0
104,674,Wisconsin,2020-02-27,5,1,5.0,4.0,2,0,55,1,0
105,679,Arizona,2020-02-28,7,5,10.0,7.0,3,-1,4,1,0
106,681,California,2020-02-28,4,4,10.0,2.0,3,-1,6,27,0
107,690,Illinois,2020-02-28,6,4,5.0,7.0,0,-1,17,2,0
108,698,Massachusetts,2020-02-28,5,1,-2.0,7.0,3,0,25,1,0
109,704,Nebraska,2020-02-28,12,9,33.0,11.0,4,-3,31,13,0
110,714,Oregon,2020-02-28,8,4,24.0,7.0,3,-1,41,1,0
111,720,Texas,2020-02-28,10,8,18.0,7.0,1,-2,48,11,0
112,721,Utah,2020-02-28,8,14,48.0,10.0,5,-2,49,1,0
113,724,Washington,2020-02-28,7,2,31.0,6.0,3,-2,53,7,0
114,726,Wisconsin,2020-02-28,5,0,7.0,8.0,2,0,55,1,0
115,731,Arizona,2020-02-29,6,6,14.0,7.0,2,-2,4,1,0
116,733,California,2020-02-29,4,4,15.0,1.0,2,-1,6,28,0
117,742,Illinois,2020-02-29,14,11,26.0,10.0,6,-3,17,3,0
118,750,Massachusetts,2020-02-29,9,0,26.0,11.0,2,-1,25,1,0
119,756,Nebraska,2020-02-29,14,11,86.0,10.0,2,-3,31,13,0
120,766,Oregon,2020-02-29,7,5,8.0,6.0,3,-1,41,1,0
121,772,Texas,2020-02-29,10,8,33.0,9.0,3,-3,48,11,0
122,773,Utah,2020-02-29,5,12,36.0,9.0,4,-2,49,1,0
123,776,Washington,2020-02-29,7,7,31.0,5.0,2,-1,53,10,1
124,778,Wisconsin,2020-02-29,14,9,28.0,10.0,5,-2,55,1,0
125,783,Arizona,2020-03-01,12,7,21.0,8.0,3,-1,4,1,0
126,785,California,2020-03-01,5,3,-4.0,-1.0,1,0,6,33,0
127,790,Florida,2020-03-01,8,7,10.0,7.0,1,-1,12,2,0
128,794,Illinois,2020-03-01,17,15,118.0,12.0,4,-3,17,3,0
129,802,Massachusetts,2020-03-01,10,4,-1.0,11.0,3,-1,25,1,0
130,808,Nebraska,2020-03-01,17,13,56.0,9.0,6,-2,31,13,0
131,813,New York,2020-03-01,10,5,9.0,0.0,3,-1,36,1,0
132,818,Oregon,2020-03-01,17,9,23.0,9.0,3,-1,41,2,0
133,820,Rhode Island,2020-03-01,13,7,-3.0,9.0,5,-1,44,2,0
134,824,Texas,2020-03-01,14,9,6.0,7.0,2,-2,48,11,0
135,825,Utah,2020-03-01,2,8,-17.0,5.0,-1,1,49,1,0
136,828,Washington,2020-03-01,18,10,27.0,9.0,2,-1,53,17,3
137,830,Wisconsin,2020-03-01,19,12,90.0,11.0,5,-3,55,1,0
138,835,Arizona,2020-03-02,8,4,4.0,4.0,3,0,4,1,0
139,837,California,2020-03-02,6,6,8.0,0.0,4,-1,6,38,0
140,842,Florida,2020-03-02,7,7,8.0,3.0,1,0,12,2,0
141,843,Georgia,2020-03-02,4,3,-9.0,0.0,2,0,13,2,0
142,846,Illinois,2020-03-02,8,8,20.0,0.0,-1,0,17,4,0
143,854,Massachusetts,2020-03-02,7,5,21.0,2.0,3,0,25,2,0
144,860,Nebraska,2020-03-02,9,8,28.0,3.0,3,-1,31,13,0
145,862,New Hampshire,2020-03-02,6,3,11.0,9.0,3,-1,33,1,0
146,865,New York,2020-03-02,6,5,16.0,-1.0,4,0,36,1,0
147,870,Oregon,2020-03-02,8,7,14.0,2.0,3,0,41,2,0
148,872,Rhode Island,2020-03-02,9,7,34.0,-1.0,3,-1,44,2,0
149,876,Texas,2020-03-02,8,7,8.0,4.0,4,-1,48,11,0
150,877,Utah,2020-03-02,10,16,11.0,5.0,3,-1,49,1,0
151,880,Washington,2020-03-02,4,8,-7.0,-3.0,2,0,53,23,6
152,882,Wisconsin,2020-03-02,5,5,19.0,0.0,4,0,55,1,0
153,887,Arizona,2020-03-03,9,8,11.0,6.0,3,-1,4,2,0
154,889,California,2020-03-03,8,9,30.0,2.0,3,-1,6,45,0
155,894,Florida,2020-03-03,8,10,10.0,3.0,2,0,12,3,0
156,895,Georgia,2020-03-03,10,11,0.0,0.0,1,0,13,2,0
157,898,Illinois,2020-03-03,10,10,21.0,2.0,2,-1,17,4,0
158,906,Massachusetts,2020-03-03,11,6,49.0,4.0,1,-1,25,2,0
159,912,Nebraska,2020-03-03,10,10,55.0,1.0,2,-1,31,13,0
160,914,New Hampshire,2020-03-03,8,6,43.0,16.0,2,-1,33,2,0
161,917,New York,2020-03-03,4,6,6.0,0.0,4,0,36,2,0
162,918,North Carolina,2020-03-03,13,9,24.0,3.0,2,0,37,1,0
163,922,Oregon,2020-03-03,10,12,40.0,2.0,1,-1,41,2,0
164,924,Rhode Island,2020-03-03,9,6,61.0,2.0,2,-1,44,2,0
165,928,Texas,2020-03-03,12,10,17.0,3.0,3,-2,48,11,0
166,929,Utah,2020-03-03,10,16,35.0,2.0,0,0,49,1,0
167,932,Washington,2020-03-03,6,11,23.0,-2.0,-1,1,53,32,10
168,934,Wisconsin,2020-03-03,7,5,16.0,4.0,0,0,55,1,0
169,939,Arizona,2020-03-04,8,8,17.0,7.0,2,-1,4,2,0
170,941,California,2020-03-04,4,6,15.0,-1.0,2,0,6,55,1
171,946,Florida,2020-03-04,6,6,14.0,1.0,1,0,12,3,0
172,947,Georgia,2020-03-04,3,0,-19.0,-2.0,0,1,13,2,0
173,950,Illinois,2020-03-04,9,10,28.0,4.0,2,-1,17,4,0
174,958,Massachusetts,2020-03-04,4,3,5.0,0.0,2,0,25,2,0
175,964,Nebraska,2020-03-04,12,11,58.0,8.0,2,-2,31,13,0
176,966,New Hampshire,2020-03-04,5,2,-4.0,7.0,2,0,33,2,0
177,967,New Jersey,2020-03-04,8,7,36.0,2.0,2,-1,34,1,0
178,969,New York,2020-03-04,7,8,16.0,0.0,3,0,36,11,0
179,970,North Carolina,2020-03-04,9,5,14.0,3.0,2,-1,37,1,0
180,974,Oregon,2020-03-04,10,9,57.0,6.0,1,-1,41,2,0
181,976,Rhode Island,2020-03-04,9,3,21.0,-1.0,1,-1,44,2,0
182,980,Texas,2020-03-04,6,5,-10.0,0.0,2,1,48,12,0
183,981,Utah,2020-03-04,9,16,50.0,6.0,2,-1,49,1,0
184,984,Washington,2020-03-04,5,9,56.0,-2.0,-2,0,53,47,11
185,986,Wisconsin,2020-03-04,8,5,26.0,5.0,2,-1,55,1,0
186,991,Arizona,2020-03-05,9,6,22.0,5.0,2,-1,4,2,0
187,993,California,2020-03-05,5,7,11.0,-1.0,2,0,6,67,1
188,994,Colorado,2020-03-05,8,10,33.0,0.0,2,-1,8,2,0
189,998,Florida,2020-03-05,5,5,8.0,2.0,1,0,12,4,0
190,999,Georgia,2020-03-05,1,0,-30.0,-1.0,-1,2,13,2,0
191,1002,Illinois,2020-03-05,7,8,21.0,2.0,3,-1,17,5,0
192,1009,Maryland,2020-03-05,6,4,29.0,1.0,3,-1,24,3,0
193,1010,Massachusetts,2020-03-05,7,7,30.0,1.0,4,-1,25,3,0
194,1016,Nebraska,2020-03-05,8,6,23.0,8.0,1,-1,31,13,0
195,1017,Nevada,2020-03-05,6,10,13.0,1.0,1,-1,32,2,0
196,1018,New Hampshire,2020-03-05,6,7,25.0,8.0,4,0,33,2,0
197,1019,New Jersey,2020-03-05,7,9,39.0,3.0,2,-1,34,2,0
198,1021,New York,2020-03-05,8,9,21.0,0.0,4,-1,36,22,0
199,1022,North Carolina,2020-03-05,6,4,-4.0,2.0,1,0,37,1,0
200,1026,Oregon,2020-03-05,7,8,38.0,4.0,1,-1,41,2,0
201,1028,Rhode Island,2020-03-05,8,3,54.0,4.0,2,-1,44,2,0
202,1031,Tennessee,2020-03-05,11,10,33.0,7.0,1,-2,47,1,0
203,1032,Texas,2020-03-05,11,8,34.0,5.0,3,-2,48,16,0
204,1033,Utah,2020-03-05,10,16,65.0,5.0,2,-1,49,1,0
205,1036,Washington,2020-03-05,2,7,21.0,-8.0,-6,2,53,75,11
206,1038,Wisconsin,2020-03-05,4,2,7.0,4.0,2,0,55,1,0
207,1043,Arizona,2020-03-06,6,6,20.0,8.0,1,-1,4,3,0
208,1045,California,2020-03-06,2,5,7.0,-4.0,2,0,6,81,1
209,1046,Colorado,2020-03-06,6,10,39.0,1.0,2,-1,8,8,0
210,1050,Florida,2020-03-06,3,3,9.0,-1.0,1,0,12,7,2
211,1051,Georgia,2020-03-06,7,3,44.0,5.0,1,-2,13,3,0
212,1052,Hawaii,2020-03-06,-1,1,-8.0,-3.0,2,0,15,1,0
213,1054,Illinois,2020-03-06,6,5,17.0,4.0,2,-1,17,6,0
214,1055,Indiana,2020-03-06,5,0,10.0,8.0,1,0,18,1,0
215,1058,Kentucky,2020-03-06,5,5,12.0,2.0,1,0,21,1,0
216,1061,Maryland,2020-03-06,1,0,3.0,-3.0,2,1,24,3,0
217,1062,Massachusetts,2020-03-06,2,2,1.0,-1.0,3,1,25,8,0
218,1064,Minnesota,2020-03-06,6,6,6.0,3.0,-1,0,27,1,0
219,1068,Nebraska,2020-03-06,11,9,51.0,14.0,1,-2,31,14,0
220,1069,Nevada,2020-03-06,3,7,14.0,-2.0,2,0,32,2,0
221,1070,New Hampshire,2020-03-06,1,-1,3.0,3.0,3,1,33,2,0
222,1071,New Jersey,2020-03-06,-2,0,-6.0,-3.0,2,2,34,4,0
223,1073,New York,2020-03-06,-1,0,-11.0,-3.0,3,1,36,44,0
224,1074,North Carolina,2020-03-06,6,2,19.0,6.0,2,-1,37,2,0
225,1077,Oklahoma,2020-03-06,9,4,46.0,10.0,3,-2,40,1,0
226,1078,Oregon,2020-03-06,1,2,-3.0,-1.0,1,1,41,2,0
227,1079,Pennsylvania,2020-03-06,1,0,-7.0,-1.0,1,1,42,2,0
228,1080,Rhode Island,2020-03-06,4,-3,8.0,-1.0,3,1,44,3,0
229,1081,South Carolina,2020-03-06,9,5,21.0,12.0,2,-2,45,2,0
230,1083,Tennessee,2020-03-06,5,4,25.0,6.0,0,-1,47,1,0
231,1084,Texas,2020-03-06,6,7,21.0,6.0,3,-2,48,19,0
232,1085,Utah,2020-03-06,7,15,61.0,4.0,5,-1,49,3,0
233,1088,Washington,2020-03-06,-2,2,13.0,-12.0,-8,3,53,86,12
234,1090,Wisconsin,2020-03-06,5,2,15.0,8.0,3,0,55,1,0
235,1095,Arizona,2020-03-07,4,5,18.0,9.0,1,-2,4,5,0
236,1097,California,2020-03-07,0,4,0.0,-6.0,2,1,6,100,1
237,1098,Colorado,2020-03-07,6,13,49.0,4.0,3,-2,8,8,0
238,1101,District of Columbia,2020-03-07,1,3,8.0,3.0,0,-1,11,1,0
239,1102,Florida,2020-03-07,4,3,13.0,2.0,2,-1,12,12,2
240,1103,Georgia,2020-03-07,10,5,79.0,9.0,5,-2,13,7,0
241,1104,Hawaii,2020-03-07,0,4,4.0,-4.0,1,0,15,1,0
242,1106,Illinois,2020-03-07,14,14,75.0,13.0,7,-3,17,6,0
243,1107,Indiana,2020-03-07,18,13,85.0,19.0,5,-3,18,1,0
244,1109,Kansas,2020-03-07,10,7,101.0,18.0,6,-3,20,1,0
245,1110,Kentucky,2020-03-07,15,16,85.0,15.0,4,-2,21,1,0
246,1113,Maryland,2020-03-07,6,6,34.0,4.0,4,-1,24,3,0
247,1114,Massachusetts,2020-03-07,7,3,24.0,0.0,1,-1,25,13,0
248,1116,Minnesota,2020-03-07,7,9,21.0,7.0,3,-1,27,1,0
249,1118,Missouri,2020-03-07,12,14,114.0,13.0,7,-3,29,1,0
250,1120,Nebraska,2020-03-07,11,12,84.0,13.0,0,-2,31,14,0
251,1121,Nevada,2020-03-07,2,5,0.0,0.0,0,0,32,2,0
252,1122,New Hampshire,2020-03-07,7,2,15.0,9.0,4,-1,33,4,0
253,1123,New Jersey,2020-03-07,9,9,45.0,2.0,6,-1,34,4,0
254,1125,New York,2020-03-07,10,8,17.0,0.0,6,-1,36,89,0
255,1126,North Carolina,2020-03-07,9,4,49.0,8.0,2,-2,37,2,0
256,1129,Oklahoma,2020-03-07,10,11,61.0,15.0,4,-2,40,1,0
257,1130,Oregon,2020-03-07,5,3,16.0,4.0,3,0,41,6,0
258,1131,Pennsylvania,2020-03-07,10,6,26.0,7.0,3,-1,42,4,0
259,1132,Rhode Island,2020-03-07,5,-1,35.0,-3.0,2,0,44,3,0
260,1133,South Carolina,2020-03-07,11,7,53.0,18.0,3,-2,45,2,0
261,1135,Tennessee,2020-03-07,12,10,88.0,15.0,6,-3,47,1,0
262,1136,Texas,2020-03-07,5,7,21.0,11.0,3,-2,48,19,0
263,1137,Utah,2020-03-07,5,13,47.0,7.0,3,-1,49,3,0
264,1138,Vermont,2020-03-07,10,0,28.0,25.0,2,-1,50,1,0
265,1139,Virginia,2020-03-07,6,8,27.0,8.0,1,-1,51,1,0
266,1140,Washington,2020-03-07,-3,1,18.0,-6.0,-1,1,53,110,16
267,1142,Wisconsin,2020-03-07,14,11,52.0,15.0,6,-2,55,1,0
268,1147,Arizona,2020-03-08,9,4,22.0,7.0,1,-2,4,5,0
269,1149,California,2020-03-08,2,3,11.0,-4.0,1,0,6,112,1
270,1150,Colorado,2020-03-08,8,12,37.0,1.0,2,0,8,8,0
271,1151,Connecticut,2020-03-08,8,3,55.0,10.0,2,0,9,1,0
272,1153,District of Columbia,2020-03-08,11,5,33.0,9.0,1,-1,11,1,0
273,1154,Florida,2020-03-08,4,3,-1.0,1.0,0,1,12,13,2
274,1155,Georgia,2020-03-08,8,4,57.0,4.0,1,-1,13,11,0
275,1156,Hawaii,2020-03-08,0,2,3.0,-2.0,1,1,15,2,0
276,1158,Illinois,2020-03-08,15,14,165.0,10.0,3,-2,17,7,0
277,1159,Indiana,2020-03-08,15,12,161.0,17.0,3,-2,18,2,0
278,1160,Iowa,2020-03-08,18,28,140.0,17.0,5,-3,19,3,0
279,1161,Kansas,2020-03-08,19,9,47.0,18.0,2,-1,20,1,0
280,1162,Kentucky,2020-03-08,13,13,136.0,11.0,1,-2,21,4,0
281,1165,Maryland,2020-03-08,7,6,100.0,5.0,2,-1,24,5,0
282,1166,Massachusetts,2020-03-08,9,5,47.0,0.0,2,0,25,28,0
283,1168,Minnesota,2020-03-08,13,12,93.0,7.0,2,-2,27,2,0
284,1170,Missouri,2020-03-08,20,16,119.0,14.0,5,-2,29,1,0
285,1172,Nebraska,2020-03-08,13,13,90.0,15.0,3,-2,31,16,0
286,1173,Nevada,2020-03-08,4,7,22.0,0.0,0,0,32,4,0
287,1174,New Hampshire,2020-03-08,9,3,45.0,20.0,3,-1,33,4,0
288,1175,New Jersey,2020-03-08,8,6,116.0,2.0,2,0,34,6,0
289,1177,New York,2020-03-08,10,7,61.0,0.0,2,-1,36,106,0
290,1178,North Carolina,2020-03-08,9,4,41.0,8.0,0,-1,37,2,0
291,1181,Oklahoma,2020-03-08,7,5,4.0,11.0,2,0,40,1,0
292,1182,Oregon,2020-03-08,10,5,24.0,5.0,1,0,41,13,0
293,1183,Pennsylvania,2020-03-08,15,9,127.0,8.0,1,-2,42,6,0
294,1184,Rhode Island,2020-03-08,11,-1,68.0,4.0,4,-1,44,3,0
295,1185,South Carolina,2020-03-08,12,7,38.0,24.0,2,-1,45,6,0
296,1187,Tennessee,2020-03-08,13,11,81.0,13.0,2,-2,47,3,0
297,1188,Texas,2020-03-08,9,4,11.0,6.0,0,-1,48,23,0
298,1189,Utah,2020-03-08,11,15,20.0,5.0,1,-1,49,3,0
299,1190,Vermont,2020-03-08,13,11,49.0,13.0,4,-2,50,1,0
300,1191,Virginia,2020-03-08,7,8,62.0,7.0,0,-1,51,2,0
301,1192,Washington,2020-03-08,7,2,34.0,-5.0,-2,1,53,141,19
302,1194,Wisconsin,2020-03-08,18,13,133.0,15.0,4,-2,55,1,0
303,1199,Arizona,2020-03-09,9,4,32.0,4.0,-7,0,4,6,0
304,1201,California,2020-03-09,3,6,12.0,-7.0,1,1,6,172,2
305,1202,Colorado,2020-03-09,6,11,46.0,1.0,8,-1,8,12,0
306,1203,Connecticut,2020-03-09,9,8,95.0,2.0,2,-1,9,2,0
307,1205,District of Columbia,2020-03-09,6,5,31.0,0.0,1,1,11,4,0
308,1206,Florida,2020-03-09,5,5,6.0,-1.0,0,0,12,14,2
309,1207,Georgia,2020-03-09,7,8,53.0,0.0,2,-1,13,17,0
310,1208,Hawaii,2020-03-09,-2,1,-6.0,-3.0,1,1,15,2,0
311,1210,Illinois,2020-03-09,-1,3,-5.0,-5.0,0,1,17,11,0
312,1211,Indiana,2020-03-09,7,6,24.0,5.0,1,0,18,4,0
313,1212,Iowa,2020-03-09,-1,10,-5.0,0.0,3,1,19,8,0
314,1213,Kansas,2020-03-09,2,2,-8.0,0.0,0,1,20,1,0
315,1214,Kentucky,2020-03-09,8,11,39.0,2.0,1,0,21,5,0
316,1215,Louisiana,2020-03-09,8,7,27.0,8.0,3,0,22,1,0
317,1217,Maryland,2020-03-09,6,5,84.0,-1.0,3,0,24,6,0
318,1218,Massachusetts,2020-03-09,10,7,102.0,-3.0,1,0,25,41,0
319,1220,Minnesota,2020-03-09,4,3,-1.0,-5.0,-2,1,27,2,0
320,1222,Missouri,2020-03-09,3,5,-8.0,-4.0,1,2,29,1,0
321,1224,Nebraska,2020-03-09,2,5,-1.0,-1.0,-4,2,31,16,0
322,1225,Nevada,2020-03-09,4,8,15.0,0.0,-7,1,32,4,0
323,1226,New Hampshire,2020-03-09,9,6,97.0,7.0,2,-1,33,4,0
324,1227,New Jersey,2020-03-09,8,8,121.0,-4.0,1,0,34,11,0
325,1229,New York,2020-03-09,7,8,62.0,-4.0,1,0,36,142,0
326,1230,North Carolina,2020-03-09,8,7,65.0,4.0,0,-1,37,7,0
327,1232,Ohio,2020-03-09,9,7,78.0,7.0,1,0,39,3,0
328,1233,Oklahoma,2020-03-09,7,7,14.0,5.0,2,1,40,1,0
329,1234,Oregon,2020-03-09,6,6,60.0,1.0,2,0,41,13,0
330,1235,Pennsylvania,2020-03-09,9,7,104.0,1.0,0,0,42,10,0
331,1236,Rhode Island,2020-03-09,13,3,165.0,-3.0,2,-1,44,3,0
332,1237,South Carolina,2020-03-09,9,8,53.0,7.0,2,-1,45,7,0
333,1239,Tennessee,2020-03-09,8,7,45.0,5.0,0,0,47,4,0
334,1240,Texas,2020-03-09,6,5,7.0,1.0,-9,2,48,24,0
335,1241,Utah,2020-03-09,8,14,37.0,2.0,1,0,49,3,0
336,1242,Vermont,2020-03-09,9,9,52.0,8.0,-1,0,50,1,0
337,1243,Virginia,2020-03-09,7,8,64.0,-1.0,3,0,51,5,0
338,1244,Washington,2020-03-09,2,3,49.0,-15.0,-8,3,53,179,22
339,1246,Wisconsin,2020-03-09,0,1,-1.0,-4.0,2,1,55,2,0
340,1251,Arizona,2020-03-10,6,3,4.0,2.0,-8,2,4,6,0
341,1253,California,2020-03-10,-1,4,-10.0,-13.0,-3,3,6,179,3
342,1254,Colorado,2020-03-10,6,11,32.0,-2.0,2,0,8,17,0
343,1255,Connecticut,2020-03-10,4,9,24.0,0.0,1,0,9,2,0
344,1257,District of Columbia,2020-03-10,5,3,13.0,-3.0,-1,0,11,4,0
345,1258,Florida,2020-03-10,5,6,11.0,1.0,0,0,12,23,2
346,1259,Georgia,2020-03-10,5,8,18.0,-3.0,-1,1,13,22,0
347,1260,Hawaii,2020-03-10,-2,0,1.0,-4.0,0,1,15,2,0
348,1262,Illinois,2020-03-10,7,10,20.0,-2.0,0,0,17,19,0
349,1263,Indiana,2020-03-10,6,6,15.0,5.0,0,0,18,6,0
350,1264,Iowa,2020-03-10,5,16,36.0,6.0,1,0,19,13,0
