expedition_id,peak_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
PANN09301,PANN,Pangbuk North,2009,Autumn,9/26/2009,10/22/2009,10/25/2009,Success (claimed),6150,8,0,2,0,FALSE,Tenzing Asian Holidays
KABD64101,KABD,Kabru Dome,1964,Spring,NA,NA,NA,Success (claimed),6660,0,0,0,0,FALSE,NA
BARU02301,BARU,Baruntse,2002,Autumn,10/4/2002,10/19/2002,10/21/2002,Success (claimed),6900,2,0,4,0,FALSE,Sherpa Summit Treks
CHAM81301,CHAM,Chamlang,1981,Autumn,9/13/1981,9/26/1981,10/3/1981,Success (claimed),7050,7,0,2,0,FALSE,NA
CTSE82302,CTSE,Changtse,1982,Autumn,NA,NA,NA,Success (claimed),7583,2,0,0,0,FALSE,NA
CHOY95109,CHOY,Cho Oyu,1995,Spring,NA,5/7/1995,NA,Success (claimed),8000,1,0,0,0,FALSE,None
CHOY11116,CHOY,Cho Oyu,2011,Spring,4/18/2011,5/5/2011,5/9/2011,Success (claimed),8000,2,0,0,0,FALSE,Asian Trekking
ANN184403,ANN1,Annapurna I,1984,Winter,11/22/1984,12/7/1984,NA,Success (claimed),8091,5,0,8,0,TRUE,NA
ANN190303,ANN1,Annapurna I,1990,Autumn,10/5/1990,10/25/1990,NA,Success (claimed),8091,1,0,2,0,FALSE,Probably none
CHOY90103,CHOY,Cho Oyu,1990,Spring,4/4/1990,4/30/1990,5/7/1990,Success (claimed),8100,9,0,4,0,FALSE,Trekking International
CHOY64101,CHOY,Cho Oyu,1964,Spring,4/4/1964,4/25/1964,NA,Success (claimed),8100,5,2,12,0,FALSE,NA
CHOY98102,CHOY,Cho Oyu,1998,Spring,4/12/1998,5/1/1998,NA,Success (claimed),8100,10,0,0,0,FALSE,Thamserku Trekking
DHA196304,DHA1,Dhaulagiri I,1996,Autumn,9/20/1996,10/17/1996,10/23/1996,Success (claimed),8167,1,0,0,0,FALSE,Trekking International
CHOY79301,CHOY,Cho Oyu,1979,Autumn,9/20/1979,10/10/1979,NA,Success (claimed),8201,1,0,0,0,FALSE,NA
CHOY86104,CHOY,Cho Oyu,1986,Spring,NA,5/12/1986,NA,Success (claimed),8201,1,0,0,0,FALSE,NA
LHOT94303,LHOT,Lhotse,1994,Autumn,9/22/1994,10/11/1994,NA,Success (claimed),8400,8,0,1,0,FALSE,Cho Oyu Trekking
EVER06198,EVER,Everest,2006,Spring,NA,5/14/2006,NA,Success (claimed),8700,1,0,2,0,TRUE,None
EVER84305,EVER,Everest,1984,Autumn,8/29/1984,10/8/1984,10/11/1984,Success (claimed),8800,8,0,17,0,TRUE,NA
EVER69102,EVER,Everest,1969,Spring,NA,NA,NA,Success (claimed),8850,3,0,0,0,FALSE,NA
EVER05105,EVER,Everest,2005,Spring,4/18/2005,6/3/2005,6/7/2005,Success (claimed),8850,1,0,1,0,TRUE,Parikarma Treks
CHRI99201,CHRI,Chhukung Ri,1999,Summer,8/15/1999,8/15/1999,8/17/1999,Success (main peak),5550,24,0,11,0,TRUE,Sherpa Summit Treks
CHRI65101,CHRI,Chhukung Ri,1965,Spring,NA,NA,NA,Success (main peak),5550,1,0,0,0,FALSE,NA
MARD80301,MARD,Mardi Himal,1980,Autumn,NA,10/14/1980,NA,Success (main peak),5553,2,1,0,0,FALSE,NA
MARD62101,MARD,Mardi Himal,1962,Spring,4/22/1962,4/23/1962,4/23/1962,Success (main peak),5553,1,0,2,0,FALSE,NA
MARD67001,MARD,Mardi Himal,1967,Unknown,NA,NA,NA,Success (main peak),5553,0,0,0,0,FALSE,NA
CHUB13301,CHUB,Chhuboche,2013,Autumn,11/12/2013,11/16/2013,11/18/2013,Success (main peak),5602,3,0,2,0,FALSE,Himalaya Expeditions
AMPG53101,AMPG,Amphu Gyabjen,1953,Spring,NA,4/11/1953,NA,Success (main peak),5630,4,0,0,0,TRUE,NA
AMPG59101,AMPG,Amphu Gyabjen,1959,Spring,4/17/1959,4/23/1959,5/30/1959,Success (main peak),5630,5,0,1,0,FALSE,NA
THAR64301,THAR,Tharpu Chuli,1964,Autumn,9/15/1964,10/23/1964,10/31/1964,Success (main peak),5663,3,0,0,0,FALSE,NA
THAR65101,THAR,Tharpu Chuli,1965,Spring,4/6/1965,5/24/1965,6/3/1965,Success (main peak),5663,2,0,1,0,FALSE,NA
AMAD06307,AMAD,Ama Dablam,2006,Autumn,9/29/2006,10/14/2006,10/16/2006,Success (main peak),5700,3,0,0,0,FALSE,Thamserku Trekking
THOR07301,THOR,Thorong Peak,2007,Autumn,11/6/2007,11/8/2007,11/9/2007,Success (main peak),5751,6,0,4,0,FALSE,Cosmo Treks
JAGD13101,JAGD,Jagdula,2013,Spring,4/24/2013,4/30/2013,5/2/2013,Success (main peak),5764,2,0,0,0,FALSE,Yeti Adventure
MATA61101,MATA,Matathumba,1961,Spring,5/4/1961,5/16/1961,NA,Success (main peak),5767,3,0,3,0,FALSE,NA
GHYM53301,GHYM,Ghyuthumba Main,1953,Autumn,NA,NA,NA,Success (main peak),5806,1,0,4,0,FALSE,NA
POKA53101,POKA,Pokalde,1953,Spring,NA,4/15/1953,NA,Success (main peak),5806,4,0,0,0,FALSE,NA
POKA54101,POKA,Pokalde,1954,Spring,NA,4/27/1954,NA,Success (main peak),5806,6,0,0,0,FALSE,NA
POKA70101,POKA,Pokalde,1970,Spring,NA,NA,NA,Success (main peak),5806,1,0,0,0,FALSE,NA
POKA73301,POKA,Pokalde,1973,Autumn,NA,NA,NA,Success (main peak),5806,0,0,0,0,FALSE,NA
POKA76101,POKA,Pokalde,1976,Spring,NA,3/23/1976,NA,Success (main peak),5806,4,0,0,0,FALSE,NA
CHUK53101,CHUK,Chhukung Tse,1953,Spring,NA,4/3/1953,NA,Success (main peak),5833,3,0,1,0,TRUE,NA
SISN13101,SISN,Sisne Himal,2013,Spring,NA,5/26/2013,NA,Success (main peak),5849,2,0,6,0,FALSE,Churen Himal Treks
POIN53101,POIN,Pointed Peak,1953,Spring,NA,4/1/1953,NA,Success (main peak),5850,4,0,0,0,TRUE,NA
POIN53301,POIN,Pointed Peak,1953,Autumn,NA,NA,NA,Success (main peak),5850,1,0,4,0,FALSE,NA
URMA07301,URMA,Urkema,2007,Autumn,9/10/2007,9/12/2007,9/13/2007,Success (main peak),5890,28,0,8,0,FALSE,Explore Himalaya
URMA10101,URMA,Urkema,2010,Spring,3/29/2010,4/1/2010,4/1/2010,Success (main peak),5890,25,0,6,0,FALSE,Explore Himalaya
URMA10401,URMA,Urkema,2010,Winter,11/14/2010,12/17/2010,12/18/2010,Success (main peak),5890,12,0,3,0,FALSE,Ang Rita Treks
URMA13401,URMA,Urkema,2013,Winter,12/30/2013,1/3/2014,1/4/2014,Success (main peak),5890,9,0,0,0,FALSE,Numbur Himal Treks
RAMD55101,RAMD,Ramdung,1955,Spring,NA,4/4/1955,NA,Success (main peak),5900,5,0,3,0,FALSE,NA
RAMD52301,RAMD,Ramdung,1952,Autumn,NA,10/19/1952,NA,Success (main peak),5900,4,0,5,0,FALSE,NA
PALD49201,PALD,Paldor,1949,Summer,NA,NA,NA,Success (main peak),5903,3,0,2,0,FALSE,NA
PALD74301,PALD,Paldor,1974,Autumn,NA,NA,NA,Success (main peak),5903,2,0,0,0,FALSE,NA
KAGA09201,KAGA,Kanta Gaton,2009,Summer,8/14/2009,8/16/2009,8/18/2009,Success (main peak),5916,6,0,1,0,FALSE,Thamserku Trekking
KAGA10301,KAGA,Kanta Gaton,2010,Autumn,10/12/2010,10/15/2010,10/16/2010,Success (main peak),5916,9,0,0,0,FALSE,Adventure Geo Treks
NPHU14301,NPHU,Narphu,2014,Autumn,11/19/2014,11/22/2014,11/23/2014,Success (main peak),5921,6,0,3,0,FALSE,Himalaya Expeditions
SYKG12301,SYKG,Syaokang,2012,Autumn,10/20/2012,10/25/2012,11/4/2012,Success (main peak),5929,6,0,0,0,FALSE,Dream Himalaya Adventures
KAPT09201,KAPT,Kaptang,2009,Summer,6/2/2009,6/9/2009,6/22/2009,Success (main peak),5965,5,0,1,0,FALSE,Cosmo Treks
KAG162101,KAG1,Kagmara I,1962,Spring,NA,5/23/1962,NA,Success (main peak),5978,6,0,7,0,FALSE,NA
DHAM91301,DHAM,Dhampus,1991,Autumn,9/16/1991,9/21/1991,10/3/1991,Success (main peak),6012,6,0,2,0,FALSE,Numbur Himal Treks
DHAM90301,DHAM,Dhampus,1990,Autumn,10/28/1990,10/29/1990,NA,Success (main peak),6012,17,0,2,0,FALSE,Discover Nepal
DHAM95301,DHAM,Dhampus,1995,Autumn,11/1/1995,11/2/1995,11/3/1995,Success (main peak),6012,4,0,1,0,FALSE,Nepal Valley Trekking
DHAM81301,DHAM,Dhampus,1981,Autumn,10/25/1981,10/26/1981,NA,Success (main peak),6012,16,0,0,0,FALSE,NA
DHAM60101,DHAM,Dhampus,1960,Spring,3/28/1960,NA,5/30/1960,Success (main peak),6012,2,0,0,0,FALSE,NA
DHAM62101,DHAM,Dhampus,1962,Spring,NA,4/24/1962,NA,Success (main peak),6012,4,0,5,0,FALSE,NA
DHAM74101,DHAM,Dhampus,1974,Spring,NA,4/26/1974,NA,Success (main peak),6012,4,0,0,0,FALSE,NA
DHAM82301,DHAM,Dhampus,1982,Autumn,NA,NA,NA,Success (main peak),6012,10,0,2,0,FALSE,Great Himalayan Adventure (GHA)
DHAM83301,DHAM,Dhampus,1983,Autumn,NA,11/3/1983,NA,Success (main peak),6012,2,0,0,0,FALSE,NA
DHAM97301,DHAM,Dhampus,1997,Autumn,10/2/1997,10/15/1997,10/16/1997,Success (main peak),6012,9,0,2,0,FALSE,Cosmo Treks
DHAM99101,DHAM,Dhampus,1999,Spring,4/14/1999,4/19/1999,4/20/1999,Success (main peak),6012,6,0,3,0,FALSE,Windhorse Trekking
DHAM00201,DHAM,Dhampus,2000,Summer,8/12/2000,8/13/2000,8/14/2000,Success (main peak),6012,7,0,3,0,FALSE,Sherpa Summit Treks (Ang Babu)
PHAR03101,PHAR,Pharilapcha,2003,Spring,NA,5/19/2003,NA,Success (main peak),6017,24,0,6,0,FALSE,NA
PHAR03301,PHAR,Pharilapcha,2003,Autumn,NA,11/18/2003,11/25/2003,Success (main peak),6017,2,0,0,0,FALSE,NA
PHAR06302,PHAR,Pharilapcha,2006,Autumn,NA,11/15/2006,NA,Success (main peak),6017,4,0,0,0,FALSE,NA
DHEC18101,DHEC,Dhechyan Khang,2018,Spring,5/3/2018,5/5/2018,5/6/2018,Success (main peak),6019,2,0,2,0,FALSE,Langtang Ri Trekking
NALS00201,NALS,Nalakankar South,2000,Summer,7/3/2000,7/7/2000,NA,Success (main peak),6024,12,0,5,0,FALSE,Cosmo Treks
LNKE03201,LNKE,Lunchhung Kamo East,2003,Summer,7/13/2003,7/14/2003,7/15/2003,Success (main peak),6024,5,0,3,0,FALSE,Cosmo Treks
LNKE99201,LNKE,Lunchhung Kamo East,1999,Summer,NA,7/9/1999,NA,Success (main peak),6024,2,0,2,0,FALSE,Cosmo Treks
MOJC74301,MOJC,Mojca,1974,Autumn,9/8/1974,10/11/1974,10/12/1974,Success (main peak),6024,3,0,0,0,FALSE,NA
ARNK02201,ARNK,Arniko Chuli,2002,Summer,7/8/2002,7/10/2002,7/11/2002,Success (main peak),6034,3,0,0,0,FALSE,Cosmo Treks
ARNK03201,ARNK,Arniko Chuli,2003,Summer,8/29/2003,8/29/2003,8/31/2003,Success (main peak),6034,7,0,3,0,FALSE,Cosmo Treks
ARNK12101,ARNK,Arniko Chuli,2012,Spring,6/24/2012,6/26/2012,6/27/2012,Success (main peak),6034,8,0,3,0,FALSE,Himalayan Mountain Guides
ARNK12301,ARNK,Arniko Chuli,2012,Autumn,NA,9/17/2012,NA,Success (main peak),6034,3,0,1,0,FALSE,Sherpa Eco-Treks
ARNK14101,ARNK,Arniko Chuli,2014,Spring,5/16/2014,5/18/2014,5/22/2014,Success (main peak),6034,3,0,2,0,FALSE,Active Holiday Nepal Treks
KCHN53101,KCHN,Kangchung Nup,1953,Spring,NA,4/4/1953,NA,Success (main peak),6043,5,0,2,0,TRUE,NA
KCHN53301,KCHN,Kangchung Nup,1953,Autumn,NA,NA,NA,Success (main peak),6043,1,0,4,0,FALSE,NA
KCHN54101,KCHN,Kangchung Nup,1954,Spring,NA,NA,NA,Success (main peak),6043,9,0,6,0,FALSE,NA
NCHU62101,NCHU,Nupchu,1962,Spring,5/7/1962,5/20/1962,NA,Success (main peak),6044,9,0,6,0,FALSE,NA
SPH462101,SPH4,Sharphu IV,1962,Spring,5/7/1962,5/20/1962,NA,Success (main peak),6044,9,0,6,0,FALSE,NA
DUDH08301,DUDH,Dudh Kundali,2008,Autumn,11/8/2008,11/11/2008,NA,Success (main peak),6045,10,0,1,0,FALSE,Thamserku Trekking
DUDH53301,DUDH,Dudh Kundali,1953,Autumn,NA,NA,NA,Success (main peak),6045,1,0,4,0,FALSE,NA
LANY18301,LANY,Langtang Yubra,2018,Autumn,10/15/2018,10/21/2018,10/24/2018,Success (main peak),6048,11,0,5,0,TRUE,Highland Excursions
ACHN15302,ACHN,Aichyn,2015,Autumn,NA,9/25/2015,NA,Success (main peak),6055,9,0,2,0,FALSE,Yeti Adventure
ACHN15301,ACHN,Aichyn,2015,Autumn,NA,9/3/2015,NA,Success (main peak),6055,5,0,0,0,FALSE,Cosmo Treks
ROLM17301,ROLM,Rolmi,2017,Autumn,9/29/2017,10/1/2017,10/2/2017,Success (main peak),6056,3,0,0,0,FALSE,Churen Himal Treks
CHKA07301,CHKA,Chamar Kang,2007,Autumn,9/19/2007,9/21/2007,9/22/2007,Success (main peak),6060,7,0,1,0,FALSE,Cosmo Treks
NALA00201,NALA,Nalakankar North,2000,Summer,7/3/2000,7/6/2000,NA,Success (main peak),6062,12,0,4,0,FALSE,Cosmo Treks
KCHS84301,KCHS,Kangchung Shar,1984,Autumn,NA,11/1/1984,NA,Success (main peak),6063,1,0,0,0,FALSE,NA
KCHS84302,KCHS,Kangchung Shar,1984,Autumn,NA,11/21/1984,NA,Success (main peak),6063,1,0,0,0,FALSE,NA
KCHS16301,KCHS,Kangchung Shar,2016,Autumn,NA,11/6/2016,NA,Success (main peak),6063,4,0,2,0,FALSE,Himalayan Guides
KCHS17401,KCHS,Kangchung Shar,2017,Winter,NA,12/5/2017,NA,Success (main peak),6063,2,0,0,0,FALSE,Himalayan Guides
KCHS17402,KCHS,Kangchung Shar,2017,Winter,NA,12/10/2017,NA,Success (main peak),6063,1,0,0,0,FALSE,Himalayan Guides
TOBS17301,TOBS,Tobsar,2017,Autumn,9/29/2017,10/1/2017,10/2/2017,Success (main peak),6065,3,0,0,0,FALSE,Churen Himal Treks
NORB03201,NORB,Norbu Kang,2003,Summer,6/20/2003,6/25/2003,6/26/2003,Success (main peak),6085,5,0,3,0,FALSE,Cosmo Treks
NORB08301,NORB,Norbu Kang,2008,Autumn,9/5/2008,9/7/2008,9/9/2008,Success (main peak),6085,5,0,2,0,FALSE,Blue Sky Treks
NORB10301,NORB,Norbu Kang,2010,Autumn,10/5/2010,10/10/2010,10/12/2010,Success (main peak),6085,9,0,0,0,FALSE,Adventure Geo Treks
NORB14301,NORB,Norbu Kang,2014,Autumn,NA,10/10/2014,NA,Success (main peak),6085,5,0,1,0,FALSE,Nepal Trans Himalayan Explorer
MUKT67301,MUKT,Mukut Himal,1967,Autumn,NA,NA,NA,Success (main peak),6087,7,0,4,0,FALSE,NA
MUKT15301,MUKT,Mukut Himal,2015,Autumn,10/14/2015,10/17/2015,10/18/2015,Success (main peak),6087,13,0,7,0,FALSE,Himalaya Expeditions
MUKT15302,MUKT,Mukut Himal,2015,Autumn,10/21/2015,10/23/2015,10/24/2015,Success (main peak),6087,8,0,7,0,FALSE,Himalaya Expeditions
MUKT16101,MUKT,Mukut Himal,2016,Spring,4/23/2016,4/28/2016,5/1/2016,Success (main peak),6087,6,0,0,0,FALSE,Himalaya Expeditions
LOBE84303,LOBE,Lobuje East,1984,Autumn,10/27/1984,11/5/1984,NA,Success (main peak),6090,6,0,1,0,FALSE,NA
LOBE84101,LOBE,Lobuje East,1984,Spring,4/19/1984,4/25/1984,4/25/1984,Success (main peak),6090,2,0,1,0,FALSE,NA
LOBE79101,LOBE,Lobuje East,1979,Spring,NA,5/1/1979,NA,Success (main peak),6090,6,0,0,0,FALSE,NA
LOBE84302,LOBE,Lobuje East,1984,Autumn,10/14/1984,10/27/1984,NA,Success (main peak),6090,4,0,0,0,FALSE,NA
LOBE89401,LOBE,Lobuje East,1989,Winter,NA,12/18/1989,NA,Success (main peak),6090,4,0,0,0,FALSE,NA
LOBE84301,LOBE,Lobuje East,1984,Autumn,NA,9/11/1984,NA,Success (main peak),6090,8,0,0,0,FALSE,NA
LOBE97301,LOBE,Lobuje East,1997,Autumn,9/24/1997,10/1/1997,10/1/1997,Success (main peak),6090,9,0,0,0,FALSE,Wilderness Experience
LOBE14101,LOBE,Lobuje East,2014,Spring,4/21/2014,4/27/2014,4/28/2014,Success (main peak),6090,4,0,0,0,FALSE,Windhorse Trekking
PISA55201,PISA,Pisang,1955,Summer,NA,6/10/1955,NA,Success (main peak),6091,2,0,0,0,FALSE,NA
PISA94301,PISA,Pisang,1994,Autumn,11/11/1994,11/13/1994,NA,Success (main peak),6091,10,10,1,1,FALSE,International Trekkers (Intrek Asia)
BHUL64301,BHUL,Bhulu Lhasa,1964,Autumn,10/28/1964,10/31/1964,NA,Success (main peak),6102,5,0,3,0,FALSE,NA
DANS17301,DANS,Danphe Shail,2017,Autumn,10/3/2017,10/5/2017,10/7/2017,Success (main peak),6103,11,0,3,0,FALSE,Yeti Adventure
CBAM18401,CBAM,Chhopa Bamare,2018,Winter,2/15/2019,2/28/2019,3/2/2019,Success (main peak),6109,2,0,0,0,FALSE,Magical Nepal
GAUG02101,GAUG,Gaugiri,2002,Spring,5/26/2002,5/28/2002,5/29/2002,Success (main peak),6110,2,0,0,0,FALSE,Jai Himal Trekking
GAUG04301,GAUG,Gaugiri,2004,Autumn,9/23/2004,9/25/2004,9/26/2004,Success (main peak),6110,1,0,1,0,FALSE,Cosmo Treks
GAUG04202,GAUG,Gaugiri,2004,Summer,8/25/2004,8/27/2004,8/28/2004,Success (main peak),6110,4,0,2,0,FALSE,Blue Sky Treks
GAUG02301,GAUG,Gaugiri,2002,Autumn,9/23/2002,9/25/2002,9/26/2002,Success (main peak),6110,1,0,1,0,FALSE,Cosmo Treks
TAWA10301,TAWA,Tawa,2010,Autumn,10/19/2010,10/21/2010,10/22/2010,Success (main peak),6110,6,0,3,0,FALSE,Peak Summit Trek
GAUG11201,GAUG,Gaugiri,2011,Summer,8/11/2011,8/12/2011,8/13/2011,Success (main peak),6110,1,0,2,0,FALSE,Glacier Safari Treks
BOKT91101,BOKT,Boktoh,1991,Spring,4/9/1991,4/10/1991,4/11/1991,Success (main peak),6114,4,0,0,0,FALSE,NA
HUNK12302,HUNK,Hunku,2012,Autumn,10/12/2012,11/11/2012,11/15/2012,Success (main peak),6119,2,0,0,0,FALSE,Loben Expeditions
CHEK05101,CHEK,Chekigo,2005,Spring,NA,5/15/2005,NA,Success (main peak),6121,2,0,0,0,FALSE,Wilderness Experience
BEDG15301,BEDG,Beding Go,2015,Autumn,10/17/2015,10/21/2015,10/22/2015,Success (main peak),6125,7,0,4,0,FALSE,Ascent Himalayas
PURK04201,PURK,Purkhung,2004,Summer,8/7/2004,8/16/2004,8/18/2004,Success (main peak),6126,11,0,11,0,FALSE,Sherpa Summit Treks
PURK17101,PURK,Purkhung,2017,Spring,5/25/2017,5/26/2017,5/27/2017,Success (main peak),6126,4,0,4,0,FALSE,Yeti Adventure
CHWT00201,CHWT,Changwathang,2000,Summer,6/23/2000,6/28/2000,NA,Success (main peak),6130,12,0,4,0,FALSE,Cosmo Treks
CHWT08201,CHWT,Changwathang,2008,Summer,7/24/2008,8/5/2008,8/8/2008,Success (main peak),6130,5,0,4,0,FALSE,Cosmo Treks
CHWT11301,CHWT,Changwathang,2011,Autumn,9/25/2011,9/26/2011,9/28/2011,Success (main peak),6130,9,0,0,0,FALSE,Yeti Adventure
CHWT18301,CHWT,Changwathang,2018,Autumn,9/8/2018,9/13/2018,NA,Success (main peak),6130,2,0,2,0,FALSE,Cosmo Treks
LOBW86401,LOBW,Lobuje West,1986,Winter,1/27/1987,1/30/1987,1/31/1987,Success (main peak),6135,5,0,2,0,FALSE,Adventure Nepal
LOBW84301,LOBW,Lobuje West,1984,Autumn,9/14/1984,9/28/1984,9/28/1984,Success (main peak),6135,6,0,0,0,FALSE,NA
LOBW05101,LOBW,Lobuje West,2005,Spring,3/31/2005,4/16/2005,NA,Success (main peak),6135,6,0,0,0,FALSE,NA
SHEY07201,SHEY,Shey Shikhar,2007,Summer,8/20/2007,8/23/2007,NA,Success (main peak),6139,1,0,0,0,FALSE,None
TAKN16301,TAKN,Takphu North,2016,Autumn,NA,10/12/2016,10/13/2016,Success (main peak),6142,6,0,3,0,FALSE,Plan Holidays
URKM94101,URKM,Urkinmang,1994,Spring,4/18/1994,5/1/1994,5/2/1994,Success (main peak),6143,6,0,3,0,FALSE,Cosmo Treks
URKM64101,URKM,Urkinmang,1964,Spring,NA,5/5/1964,NA,Success (main peak),6143,4,0,2,0,FALSE,NA
URKM71101,URKM,Urkinmang,1971,Spring,NA,5/9/1971,NA,Success (main peak),6143,1,0,1,0,FALSE,NA
URKM71102,URKM,Urkinmang,1971,Spring,NA,NA,NA,Success (main peak),6143,0,0,0,0,FALSE,NA
URKM74301,URKM,Urkinmang,1974,Autumn,NA,11/18/1974,NA,Success (main peak),6143,7,0,0,0,FALSE,NA
URKM99101,URKM,Urkinmang,1999,Spring,NA,5/15/1999,NA,Success (main peak),6143,3,0,1,0,FALSE,None
URKM16101,URKM,Urkinmang,2016,Spring,4/15/2016,4/17/2016,4/18/2016,Success (main peak),6143,2,0,0,0,FALSE,NA
KOTA82301,KOTA,Kotang,1982,Autumn,10/5/1982,10/11/1982,10/16/1982,Success (main peak),6148,19,0,5,0,FALSE,NA
KOTA82302,KOTA,Kotang,1982,Autumn,10/18/1982,10/31/1982,NA,Success (main peak),6148,14,0,4,0,FALSE,NA
BHEM64101,BHEM,Bhemdang Ri,1964,Spring,NA,5/8/1964,NA,Success (main peak),6150,4,0,1,0,FALSE,NA
KYAZ02301,KYAZ,Kyazo Ri,2002,Autumn,10/13/2002,10/20/2002,10/22/2002,Success (main peak),6151,5,0,0,0,FALSE,Khumbi-ila Mt. & Trekking
KYAZ05301,KYAZ,Kyazo Ri,2005,Autumn,10/24/2005,10/29/2005,10/30/2005,Success (main peak),6151,2,0,0,0,FALSE,None
KYAZ13101,KYAZ,Kyazo Ri,2013,Spring,5/2/2013,5/13/2013,5/15/2013,Success (main peak),6151,2,0,0,0,FALSE,NA
KYAZ17301,KYAZ,Kyazo Ri,2017,Autumn,11/6/2017,11/8/2017,11/9/2017,Success (main peak),6151,9,0,3,0,FALSE,Sherpa & Swiss Adventures
GYLZ19101,GYLZ,Gyalzen Peak,2019,Spring,4/3/2019,4/9/2019,4/12/2019,Success (main peak),6151,6,0,4,0,FALSE,Everest Women Treks
TKRE15301,TKRE,Takargo East,2015,Autumn,10/3/2015,10/6/2015,10/7/2015,Success (main peak),6152,3,0,0,0,FALSE,Dreamers Destination Treks
TKRE16401,TKRE,Takargo East,2016,Winter,NA,1/15/2017,NA,Success (main peak),6152,1,0,0,0,FALSE,Langtang Ri Trekking
NREK04301,NREK,Nirekha,2004,Autumn,NA,10/17/2004,NA,Success (main peak),6159,3,0,0,0,FALSE,Wilderness Experience
NREK09301,NREK,Nirekha,2009,Autumn,NA,10/25/2009,NA,Success (main peak),6159,3,0,2,0,FALSE,Cosmo Treks
NREK03301,NREK,Nirekha,2003,Autumn,NA,10/13/2003,NA,Success (main peak),6159,15,0,3,0,FALSE,NA
IMJA56101,IMJA,Imjatse,1956,Spring,4/5/1956,4/6/1956,4/7/1956,Success (main peak),6165,2,0,2,0,FALSE,NA
IMJA58301,IMJA,Imjatse,1958,Autumn,NA,NA,NA,Success (main peak),6165,4,0,0,0,FALSE,NA
IMJA60301,IMJA,Imjatse,1960,Autumn,NA,NA,NA,Success (main peak),6165,2,0,1,0,FALSE,NA
IMJA64101,IMJA,Imjatse,1964,Spring,NA,5/15/1964,NA,Success (main peak),6165,1,0,3,0,FALSE,NA
NGOR16301,NGOR,Nagoru,2016,Autumn,10/16/2016,10/21/2016,10/23/2016,Success (main peak),6165,2,0,1,0,FALSE,NA
JABR15301,JABR,Jabou Ri,2015,Autumn,9/9/2015,9/15/2015,9/16/2015,Success (main peak),6166,2,0,0,0,FALSE,Himalayan Trailblazer
PERI16301,PERI,Peri,2016,Autumn,NA,12/6/2016,NA,Success (main peak),6174,1,0,2,0,FALSE,Alternative Nepal?
POTA08101,POTA,Pota Himal North,2008,Spring,4/29/2008,5/9/2008,5/10/2008,Success (main peak),6182,2,0,0,0,FALSE,Thamserku Trekking
POTA16301,POTA,Pota Himal North,2016,Autumn,10/9/2016,10/13/2016,NA,Success (main peak),6182,4,0,0,0,FALSE,Yeti Adventure
DRAG13101,DRAG,Dragmorpa Ri,2013,Spring,NA,5/30/2013,NA,Success (main peak),6185,1,0,1,0,FALSE,Asia Adventure Excursion
DRAG14101,DRAG,Dragmorpa Ri,2014,Spring,NA,4/21/2014,NA,Success (main peak),6185,13,0,4,0,FALSE,Asian Trekking
KWAN78301,KWAN,Kwangde,1978,Autumn,NA,11/11/1978,NA,Success (main peak),6186,0,0,0,0,FALSE,NA
KWAN78401,KWAN,Kwangde,1978,Winter,NA,1/2/1979,NA,Success (main peak),6186,10,0,0,0,FALSE,NA
KWAN82401,KWAN,Kwangde,1982,Winter,11/28/1982,12/2/1982,12/3/1982,Success (main peak),6186,2,0,0,0,FALSE,NA
KWAN82402,KWAN,Kwangde,1982,Winter,12/23/1982,1/8/1983,1/12/1983,Success (main peak),6186,5,0,0,0,FALSE,NA
KWAN95301,KWAN,Kwangde,1995,Autumn,11/4/1995,11/30/1995,12/1/1995,Success (main peak),6186,4,0,0,0,FALSE,None
TONG59301,TONG,Tongu,1959,Autumn,NA,10/18/1959,NA,Success (main peak),6187,4,0,4,0,FALSE,NA
TONG62101,TONG,Tongu,1962,Spring,5/6/1962,5/9/1962,NA,Success (main peak),6187,4,0,5,0,FALSE,NA
TONG02301,TONG,Tongu,2002,Autumn,NA,10/5/2002,NA,Success (main peak),6187,4,0,0,0,FALSE,Himalayan Sherpa Nepal
MUST14301,MUST,Mustang Himal,2014,Autumn,10/22/2014,11/2/2014,11/6/2014,Success (main peak),6195,3,0,0,0,FALSE,Shangri-La Nepal Treks
TSIS63101,TSIS,Tsisima,1963,Spring,4/28/1963,6/3/1963,NA,Success (main peak),6196,2,0,1,0,FALSE,NA
TSIS63301,TSIS,Tsisima,1963,Autumn,NA,NA,NA,Success (main peak),6196,4,0,1,0,FALSE,NA
AMPM08101,AMPM,Amphu Middle,2008,Spring,4/10/2008,4/20/2008,4/26/2008,Success (main peak),6202,6,0,0,0,FALSE,Multi Adventure
YANK17301,YANK,Yanme Kang,2017,Autumn,10/24/2017,10/29/2017,10/30/2017,Success (main peak),6206,2,0,0,0,FALSE,Yeti Adventure
NAN216301,NAN2,Nangamari II,2016,Autumn,9/29/2016,10/17/2016,10/21/2016,Success (main peak),6209,9,0,1,0,FALSE,Cosmo Treks
TENG98301,TENG,Tengkoma,1998,Autumn,9/19/1998,9/26/1998,10/9/1998,Success (main peak),6215,2,0,2,0,FALSE,Explore Himalaya
