expedition_id,peak_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
AMAD18301,AMAD,Ama Dablam,2018,Autumn,10/17/2018,10/24/2018,11/1/2018,Success (main peak),6814,26,0,9,0,TRUE,Everest Parivar
AMAD18303,AMAD,Ama Dablam,2018,Autumn,10/23/2018,11/2/2018,11/5/2018,Success (main peak),6814,8,0,7,0,TRUE,Himalayan Guides
AMAD18304,AMAD,Ama Dablam,2018,Autumn,11/2/2018,11/8/2018,11/10/2018,Success (main peak),6814,5,0,2,0,FALSE,Himalayan Guides
AMAD18305,AMAD,Ama Dablam,2018,Autumn,10/30/2018,11/1/2018,11/1/2018,Success (main peak),6814,4,0,2,0,FALSE,Iceland Trekking (Satori Adventures permit)
AMAD18306,AMAD,Ama Dablam,2018,Autumn,10/19/2018,10/25/2018,10/28/2018,Success (main peak),6814,5,0,2,0,FALSE,Himalaya Vision
AMAD18308,AMAD,Ama Dablam,2018,Autumn,10/30/2018,11/9/2018,11/11/2018,Success (main peak),6814,4,0,2,0,FALSE,Beyul Adventure (Prestige Adventure permit)
AMAD18309,AMAD,Ama Dablam,2018,Autumn,10/23/2018,11/8/2018,11/9/2018,Success (main peak),6814,7,0,5,0,TRUE,Shangri-La Nepal Treks
AMAD18310,AMAD,Ama Dablam,2018,Autumn,11/16/2018,11/21/2018,11/23/2018,Success (main peak),6814,2,0,2,0,FALSE,Shangri-La Nepal Treks
AMAD18311,AMAD,Ama Dablam,2018,Autumn,10/25/2018,11/2/2018,11/5/2018,Success (main peak),6814,13,0,3,0,FALSE,Thamserku Trekking
AMAD18312,AMAD,Ama Dablam,2018,Autumn,10/17/2018,10/26/2018,10/28/2018,Success (main peak),6814,5,0,3,0,FALSE,Ever Quest Expeditions
AMAD18313,AMAD,Ama Dablam,2018,Autumn,10/12/2018,10/20/2018,10/26/2018,Success (main peak),6814,2,0,3,0,FALSE,Ever Quest Expeditions
AMAD18314,AMAD,Ama Dablam,2018,Autumn,10/26/2018,11/2/2018,11/3/2018,Success (main peak),6814,4,0,2,0,FALSE,Makalu Adventure (Snowy Horizon permit)
AMAD18315,AMAD,Ama Dablam,2018,Autumn,10/23/2018,11/1/2018,11/2/2018,Success (main peak),6814,7,0,5,0,FALSE,Pioneer Adventure
AMAD18316,AMAD,Ama Dablam,2018,Autumn,10/6/2018,10/10/2018,10/11/2018,Success (main peak),6814,3,0,1,0,FALSE,High Himalayan Climbing (Ever Quest permit)
AMAD18317,AMAD,Ama Dablam,2018,Autumn,11/4/2018,11/7/2018,11/8/2018,Success (main peak),6814,8,0,1,0,FALSE,Snowy Horizon Treks
AMAD18318,AMAD,Ama Dablam,2018,Autumn,10/25/2018,11/1/2018,11/2/2018,Success (main peak),6814,2,0,0,0,FALSE,Snowy Horizon Treks
AMAD18319,AMAD,Ama Dablam,2018,Autumn,10/12/2018,10/17/2018,10/21/2018,Success (main peak),6814,2,0,0,0,FALSE,Prestige Adventure
AMAD18320,AMAD,Ama Dablam,2018,Autumn,10/30/2018,11/1/2018,11/4/2018,Success (main peak),6814,7,0,4,0,FALSE,Seven Summit Treks
AMAD18321,AMAD,Ama Dablam,2018,Autumn,NA,10/31/2018,NA,Success (main peak),6814,9,0,3,0,FALSE,Expedition Base
AMAD18322,AMAD,Ama Dablam,2018,Autumn,11/7/2018,11/11/2018,NA,Success (main peak),6814,3,0,3,0,FALSE,Himalayan Guides
AMAD18323,AMAD,Ama Dablam,2018,Autumn,10/24/2018,10/30/2018,10/31/2018,Success (main peak),6814,2,0,0,0,FALSE,TAGnepal Trekking
AMAD18324,AMAD,Ama Dablam,2018,Autumn,10/28/2018,11/7/2018,11/11/2018,Success (main peak),6814,2,0,2,0,FALSE,TAGnepal Trekking
AMAD18325,AMAD,Ama Dablam,2018,Autumn,11/1/2018,11/8/2018,11/10/2018,Success (main peak),6814,1,0,1,0,FALSE,TAGnepal Trekking
AMAD18326,AMAD,Ama Dablam,2018,Autumn,10/13/2018,10/20/2018,10/22/2018,Success (main peak),6814,2,0,1,0,FALSE,Sherpa Shepherds (Prestige Adventure permit)
AMAD18327,AMAD,Ama Dablam,2018,Autumn,10/29/2018,11/1/2018,11/12/2018,Success (main peak),6814,3,0,1,0,FALSE,Elite Himalayan Adventures (Himalayan Guides pmt)
AMAD18328,AMAD,Ama Dablam,2018,Autumn,10/22/2018,11/1/2018,11/3/2018,Success (main peak),6814,5,0,3,0,FALSE,Satori Adventures
AMAD18329,AMAD,Ama Dablam,2018,Autumn,10/15/2018,10/17/2018,10/17/2018,Success (main peak),6814,1,0,1,0,FALSE,Info Nepal Treks (Snowy Horizon permit)
AMAD18330,AMAD,Ama Dablam,2018,Autumn,11/3/2018,11/5/2018,11/6/2018,Success (main peak),6814,1,0,1,0,FALSE,Himalayan Guides
AMAD18331,AMAD,Ama Dablam,2018,Autumn,10/11/2018,10/19/2018,NA,Success (main peak),6814,2,0,2,0,FALSE,Top Himalaya Guides
AMAD18332,AMAD,Ama Dablam,2018,Autumn,10/15/2018,10/26/2018,10/28/2018,Success (main peak),6814,1,0,1,0,FALSE,Seven Summit Treks
AMAD18333,AMAD,Ama Dablam,2018,Autumn,NA,11/1/2018,NA,Success (main peak),6814,2,0,2,0,FALSE,Mountain Experience (Prestige Adventure permit)
AMAD18334,AMAD,Ama Dablam,2018,Autumn,NA,10/22/2018,NA,Success (main peak),6814,4,0,0,0,FALSE,Snowy Horizon Treks
AMAD18335,AMAD,Ama Dablam,2018,Autumn,NA,10/19/2018,NA,Success (main peak),6814,6,0,4,0,FALSE,Snowy Horizon Treks
AMAD18336,AMAD,Ama Dablam,2018,Autumn,NA,10/25/2018,NA,Success (main peak),6814,1,0,0,0,FALSE,Snowy Horizon Treks permit
AMAD18337,AMAD,Ama Dablam,2018,Autumn,NA,10/31/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Satori Adventures
AMAD18338,AMAD,Ama Dablam,2018,Autumn,10/18/2018,10/27/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Satori Adventures
AMAD18339,AMAD,Ama Dablam,2018,Autumn,10/14/2018,10/30/2018,NA,Success (main peak),6814,3,0,2,0,FALSE,Red Panda Treks
AMAD18341,AMAD,Ama Dablam,2018,Autumn,NA,11/9/2018,NA,Success (main peak),6814,8,0,7,0,FALSE,Mountain Monarch
AMAD18342,AMAD,Ama Dablam,2018,Autumn,NA,10/31/2018,NA,Success (main peak),6814,5,0,0,0,FALSE,Snowy Horizon Treks
AMAD18343,AMAD,Ama Dablam,2018,Autumn,NA,10/17/2018,NA,Success (main peak),6814,3,0,1,0,FALSE,Snowy Horizon Treks permit (Churen Himal Treks?)
AMAD18345,AMAD,Ama Dablam,2018,Autumn,10/21/2018,10/31/2018,NA,Success (main peak),6814,1,0,0,0,FALSE,Seven Summit Treks permit
AMAD18346,AMAD,Ama Dablam,2018,Autumn,NA,10/26/2018,NA,Success (main peak),6814,3,0,2,0,FALSE,Ever Quest Expeditions permit
AMAD18347,AMAD,Ama Dablam,2018,Autumn,NA,10/27/2018,NA,Success (main peak),6814,10,0,6,0,FALSE,Himalayan Guides
AMAD18348,AMAD,Ama Dablam,2018,Autumn,NA,10/30/2018,NA,Success (main peak),6814,2,0,2,0,FALSE,Khumbu Shangri-La Nepal permit
AMAD18349,AMAD,Ama Dablam,2018,Autumn,11/6/2018,11/8/2018,11/10/2018,Success (main peak),6814,2,0,0,0,FALSE,Namaste Treks (Khumbu Shangri-La Nepal permit)
AMAD18350,AMAD,Ama Dablam,2018,Autumn,NA,11/9/2018,11/11/2018,Success (main peak),6814,4,0,3,0,FALSE,Himalaya Vision
AMAD18351,AMAD,Ama Dablam,2018,Autumn,NA,11/8/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,BP Scout Peak Treks (Snowy Horizon permit)
AMAD18352,AMAD,Ama Dablam,2018,Autumn,10/20/2018,10/28/2018,11/10/2018,Success (main peak),6814,12,0,12,0,FALSE,Happy Feet Mountaineers
AMAD18353,AMAD,Ama Dablam,2018,Autumn,NA,11/7/2018,NA,Success (main peak),6814,3,0,1,0,FALSE,Pioneer Adventure permit
AMAD18354,AMAD,Ama Dablam,2018,Autumn,NA,11/8/2018,NA,Success (main peak),6814,8,0,2,0,FALSE,TAGnepal Trekking
AMAD18355,AMAD,Ama Dablam,2018,Autumn,NA,10/31/2018,NA,Success (main peak),6814,14,0,8,0,FALSE,Climbalaya & Imagine Nepal
AMAD18357,AMAD,Ama Dablam,2018,Autumn,NA,10/27/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Satori Adventures (Himalayan Guides permit)
AMAD18358,AMAD,Ama Dablam,2018,Autumn,11/9/2018,11/18/2018,11/18/2018,Success (main peak),6814,5,0,6,0,FALSE,Himalayan Holidays
AMAD18359,AMAD,Ama Dablam,2018,Autumn,NA,11/9/2018,NA,Success (main peak),6814,9,0,6,0,FALSE,Ascent Himalayas
AMAD18360,AMAD,Ama Dablam,2018,Autumn,NA,11/19/2018,NA,Success (main peak),6814,9,0,5,0,FALSE,Summit Nepal Trekking
AMAD18361,AMAD,Ama Dablam,2018,Autumn,11/22/2018,12/4/2018,12/5/2018,Success (main peak),6814,10,0,4,0,FALSE,Expedition Himalaya
AMAD18362,AMAD,Ama Dablam,2018,Autumn,NA,11/9/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Asian Trekking?
AMAD18363,AMAD,Ama Dablam,2018,Autumn,10/11/2018,10/19/2018,NA,Success (main peak),6814,3,0,2,0,FALSE,Top Himalaya Guides
AMAD18364,AMAD,Ama Dablam,2018,Autumn,NA,11/7/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Seven Summit Treks permit
AMAD18365,AMAD,Ama Dablam,2018,Autumn,NA,10/25/2018,NA,Success (main peak),6814,3,0,1,0,FALSE,Snowy Horizon Treks permit
AMAD18366,AMAD,Ama Dablam,2018,Autumn,NA,11/2/2018,NA,Success (main peak),6814,1,0,1,0,FALSE,Khumbu Shangri-La Nepal
AMAD18367,AMAD,Ama Dablam,2018,Autumn,NA,11/1/2018,NA,Success (main peak),6814,2,0,0,0,FALSE,Khumbu Shangri-La Nepal permit
AMAD18368,AMAD,Ama Dablam,2018,Autumn,NA,11/7/2018,NA,Success (main peak),6814,7,0,0,0,FALSE,Himalayan Guides permit
AMAD18371,AMAD,Ama Dablam,2018,Autumn,NA,10/14/2018,NA,Success (main peak),6814,0,0,3,0,FALSE,Himalayan Guides
AMAD19101,AMAD,Ama Dablam,2019,Spring,4/23/2019,5/9/2019,5/10/2019,Success (main peak),6814,2,0,0,0,FALSE,Seven Summit Treks
AMAD19105,AMAD,Ama Dablam,2019,Spring,4/24/2019,5/3/2019,5/5/2019,Success (main peak),6814,3,0,2,0,FALSE,Namaste Treks (Himalaya Vision permit)
AMAD19107,AMAD,Ama Dablam,2019,Spring,5/5/2019,5/13/2019,5/15/2019,Success (main peak),6814,2,0,1,0,FALSE,Utmost Adventure
AMAD19112,AMAD,Ama Dablam,2019,Spring,4/23/2019,5/3/2019,NA,Success (main peak),6814,8,0,4,0,FALSE,Satori Adventures
CHEO91301,CHEO,Cheo Himal,1991,Autumn,9/8/1991,10/13/1991,NA,Success (main peak),6820,13,0,6,0,FALSE,Jai Himal Trekking
SPHN49101,SPHN,Sphinx,1949,Spring,5/19/1949,6/6/1949,7/18/1949,Success (main peak),6825,5,0,6,0,FALSE,NA
SPHN93101,SPHN,Sphinx,1993,Spring,3/17/1993,4/20/1993,5/1/1993,Success (main peak),6825,16,0,6,0,FALSE,NA
SPHN36101,SPHN,Sphinx,1936,Spring,5/28/1936,NA,NA,Success (main peak),6825,3,0,1,0,FALSE,NA
SPHN06101,SPHN,Sphinx,2006,Spring,4/11/2006,4/28/2006,5/3/2006,Success (main peak),6825,9,0,0,0,FALSE,Wilderness Experience
OHMI85101,OHMI,Ohmi Kangri,1985,Spring,3/23/1985,4/14/1985,4/20/1985,Success (main peak),6839,10,0,3,0,FALSE,NA
OHMI89101,OHMI,Ohmi Kangri,1989,Spring,4/21/1989,5/9/1989,NA,Success (main peak),6839,10,0,3,0,FALSE,Mountain Travel
NILS78301,NILS,Nilgiri South,1978,Autumn,9/16/1978,10/10/1978,NA,Success (main peak),6839,6,0,1,0,FALSE,NA
NILS15301,NILS,Nilgiri South,2015,Autumn,10/11/2015,10/25/2015,10/29/2015,Success (main peak),6839,3,1,0,0,FALSE,Dream Himalaya Adventures
LASH05301,LASH,Lashar I,2005,Autumn,9/29/2005,10/12/2005,10/22/2005,Success (main peak),6842,2,0,1,0,FALSE,Wilderness Experience
JETH78101,JETH,Jethi Bahurani,1978,Spring,4/7/1978,4/27/1978,NA,Success (main peak),6850,5,0,0,0,FALSE,NA
KANT02301,KANT,Kanti Himal,2002,Autumn,9/8/2002,9/24/2002,NA,Success (main peak),6850,5,0,3,0,FALSE,Probably none
NUPL18301,NUPL,Nup La Kang,2018,Autumn,10/28/2018,11/2/2018,11/3/2018,Success (main peak),6861,7,0,5,0,TRUE,Himalayan Guides
PEMK55101,PEMK,Pemthang Karpo Ri,1955,Spring,NA,5/14/1955,NA,Success (main peak),6865,2,0,6,0,FALSE,NA
PEMK64301,PEMK,Pemthang Karpo Ri,1964,Autumn,NA,10/22/1964,NA,Success (main peak),6865,1,0,2,0,FALSE,NA
KJRS79301,KJRS,Kanjiroba South,1979,Autumn,10/13/1979,11/4/1979,NA,Success (main peak),6883,6,0,4,0,FALSE,NA
KJRS76301,KJRS,Kanjiroba South,1976,Autumn,10/4/1976,10/16/1976,NA,Success (main peak),6883,3,0,2,0,FALSE,NA
KJRS74101,KJRS,Kanjiroba South,1974,Spring,4/8/1974,4/27/1974,5/2/1974,Success (main peak),6883,7,0,2,0,FALSE,NA
KJRS70301,KJRS,Kanjiroba South,1970,Autumn,9/25/1970,11/7/1970,11/16/1970,Success (main peak),6883,9,0,3,0,FALSE,NA
KJRS99301,KJRS,Kanjiroba South,1999,Autumn,9/19/1999,9/26/1999,10/4/1999,Success (main peak),6883,9,0,2,0,FALSE,Himalaya Expeditions
GURK07301,GURK,Gurkarpo Ri,2007,Autumn,10/20/2007,11/1/2007,11/3/2007,Success (main peak),6889,7,0,3,0,FALSE,Adventure 6000
CHAG54101,CHAG,Chago,1954,Spring,NA,5/29/1954,NA,Success (main peak),6893,2,0,1,0,FALSE,NA
CHAG54301,CHAG,Chago,1954,Autumn,9/15/1954,10/9/1954,NA,Success (main peak),6893,5,0,0,0,FALSE,NA
CHAG89301,CHAG,Chago,1989,Autumn,8/27/1989,NA,10/20/1989,Success (main peak),6893,3,0,0,0,FALSE,Rover Treks
CHAG11101,CHAG,Chago,2011,Spring,4/23/2011,5/7/2011,5/25/2011,Success (main peak),6893,2,0,0,0,FALSE,Wilderness Experience
LUNR18301,LUNR,Lunag Ri,2018,Autumn,10/10/2018,10/25/2018,10/30/2018,Success (main peak),6895,3,0,0,0,FALSE,Shangri-La Nepal Treks
LUGU10301,LUGU,Lugula,2010,Autumn,10/29/2010,11/2/2010,11/4/2010,Success (main peak),6899,1,0,0,0,FALSE,NA
LUGU14101,LUGU,Lugula,2014,Spring,4/13/2014,4/23/2014,4/27/2014,Success (main peak),6899,8,0,2,0,FALSE,Seven Summit Treks
PANB06301,PANB,Panbari,2006,Autumn,9/7/2006,9/29/2006,10/4/2006,Success (main peak),6905,6,0,0,0,FALSE,Cosmo Treks
GAN600101,GAN6,Ganesh VI,2000,Spring,4/9/2000,5/23/2000,5/29/2000,Success (main peak),6908,6,0,0,0,FALSE,Cosmo Treks
GAN681101,GAN6,Ganesh VI,1981,Spring,3/24/1981,5/5/1981,5/13/1981,Success (main peak),6908,10,0,8,0,FALSE,NA
TUKU85101,TUKU,Tukuche,1985,Spring,3/2/1985,3/12/1985,3/13/1985,Success (main peak),6920,7,0,0,0,FALSE,NA
TUKU85301,TUKU,Tukuche,1985,Autumn,8/27/1985,9/4/1985,9/5/1985,Success (main peak),6920,4,0,3,0,FALSE,NA
TUKU87301,TUKU,Tukuche,1987,Autumn,9/20/1987,10/4/1987,NA,Success (main peak),6920,11,0,1,0,FALSE,Kunga
TUKU91302,TUKU,Tukuche,1991,Autumn,9/26/1991,10/4/1991,NA,Success (main peak),6920,6,0,0,0,FALSE,Cosmo Treks
TUKU91301,TUKU,Tukuche,1991,Autumn,9/16/1991,9/28/1991,NA,Success (main peak),6920,7,0,2,0,FALSE,Numbur Himal Treks
TUKU90301,TUKU,Tukuche,1990,Autumn,10/19/1990,10/24/1990,NA,Success (main peak),6920,2,0,3,0,FALSE,International Trekkers (Intrek Asia)
TUKU86301,TUKU,Tukuche,1986,Autumn,10/12/1986,10/22/1986,NA,Success (main peak),6920,50,0,0,0,FALSE,Royal Nepalese Army (RNA)
TUKU94301,TUKU,Tukuche,1994,Autumn,9/25/1994,10/7/1994,10/8/1994,Success (main peak),6920,4,0,1,0,FALSE,Cosmo Treks
TUKU83101,TUKU,Tukuche,1983,Spring,4/26/1983,5/9/1983,NA,Success (main peak),6920,6,0,2,0,FALSE,NA
TUKU80301,TUKU,Tukuche,1980,Autumn,9/11/1980,9/28/1980,NA,Success (main peak),6920,8,0,4,0,FALSE,NA
TUKU76301,TUKU,Tukuche,1976,Autumn,9/13/1976,10/2/1976,NA,Success (main peak),6920,14,0,0,0,FALSE,NA
TUKU97103,TUKU,Tukuche,1997,Spring,NA,4/10/1997,NA,Success (main peak),6920,1,0,0,0,FALSE,Summit Nepal Trekking
TUKU74101,TUKU,Tukuche,1974,Spring,4/1/1974,4/21/1974,4/23/1974,Success (main peak),6920,4,0,3,0,FALSE,NA
TUKU72301,TUKU,Tukuche,1972,Autumn,9/30/1972,10/17/1972,NA,Success (main peak),6920,5,0,4,0,FALSE,NA
TUKU70101,TUKU,Tukuche,1970,Spring,NA,4/30/1970,NA,Success (main peak),6920,17,1,2,0,FALSE,NA
TUKU89401,TUKU,Tukuche,1989,Winter,NA,NA,NA,Success (main peak),6920,3,0,0,0,FALSE,NA
TUKU68101,TUKU,Tukuche,1968,Spring,NA,NA,NA,Success (main peak),6920,2,0,1,0,FALSE,NA
TUKU03301,TUKU,Tukuche,2003,Autumn,10/3/2003,10/8/2003,10/12/2003,Success (main peak),6920,5,0,1,0,FALSE,Churen Himal Treks
TUKU07301,TUKU,Tukuche,2007,Autumn,10/23/2007,10/27/2007,10/28/2007,Success (main peak),6920,4,0,2,0,FALSE,Karyang Kurung Treks
TUKU08302,TUKU,Tukuche,2008,Autumn,10/13/2008,10/23/2008,10/31/2008,Success (main peak),6920,12,0,0,0,FALSE,Wilderness Experience
TUKU09302,TUKU,Tukuche,2009,Autumn,9/16/2009,9/24/2009,9/27/2009,Success (main peak),6920,3,0,3,0,FALSE,Explore Himalaya
TUKU11302,TUKU,Tukuche,2011,Autumn,10/25/2011,11/5/2011,11/7/2011,Success (main peak),6920,3,0,2,0,FALSE,Annapurna Treks (Ngima Sherpa)
TUKU11301,TUKU,Tukuche,2011,Autumn,11/4/2011,11/13/2011,11/15/2011,Success (main peak),6920,12,0,4,0,FALSE,Expes.com Treks
TUKU16102,TUKU,Tukuche,2016,Spring,NA,5/12/2016,NA,Success (main peak),6920,4,0,0,0,FALSE,Satori Adventures
TUKU16301,TUKU,Tukuche,2016,Autumn,NA,9/29/2016,NA,Success (main peak),6920,18,0,0,0,FALSE,Nepal Army
SAIE10301,SAIE,Saipal East Humla,2010,Autumn,10/18/2010,10/29/2010,10/30/2010,Success (main peak),6925,8,0,4,0,FALSE,Glacier Safari Treks
HMLE17101,HMLE,Himlung East,2017,Spring,4/26/2017,5/8/2017,5/12/2017,Success (main peak),6932,2,0,2,0,FALSE,Yeti Adventure
TENR02401,TENR,Tengi Ragi Tau,2002,Winter,11/3/2002,12/4/2002,12/8/2002,Success (main peak),6938,5,0,4,0,FALSE,Cosmo Treks
NILC82101,NILC,Nilgiri Central,1982,Spring,4/12/1982,4/25/1982,NA,Success (main peak),6940,7,0,3,0,FALSE,NA
NILC79101,NILC,Nilgiri Central,1979,Spring,4/4/1979,4/4/1979,5/3/1979,Success (main peak),6940,7,0,3,0,FALSE,NA
BURK17301,BURK,Burke Kang,2017,Autumn,9/27/2017,10/5/2017,10/7/2017,Success (main peak),6942,4,0,4,0,FALSE,Asian Trekking
NUMB83401,NUMB,Numbur,1983,Winter,11/23/1983,12/11/1983,NA,Success (main peak),6958,6,0,6,0,FALSE,Express
NUMB91301,NUMB,Numbur,1991,Autumn,10/24/1991,11/7/1991,11/11/1991,Success (main peak),6958,2,0,0,0,FALSE,International Trekkers (Intrek Asia)
NUMB90301,NUMB,Numbur,1990,Autumn,9/29/1990,10/18/1990,NA,Success (main peak),6958,7,0,3,0,FALSE,Cosmo Treks
NUMB88301,NUMB,Numbur,1988,Autumn,9/6/1988,9/25/1988,NA,Success (main peak),6958,3,0,3,0,FALSE,Asian Trekking
NUMB82101,NUMB,Numbur,1982,Spring,3/11/1982,3/29/1982,NA,Success (main peak),6958,8,0,0,0,FALSE,NA
NUMB81301,NUMB,Numbur,1981,Autumn,10/2/1981,10/14/1981,NA,Success (main peak),6958,10,0,1,0,FALSE,NA
NUMB63101,NUMB,Numbur,1963,Spring,5/1/1963,5/29/1963,5/31/1963,Success (main peak),6958,7,0,3,0,FALSE,NA
LNPO09301,LNPO,Langpo,1909,Autumn,NA,9/14/1909,NA,Success (main peak),6965,1,0,0,0,FALSE,NA
LNPO10101,LNPO,Langpo,1910,Spring,NA,NA,NA,Success (main peak),6965,1,0,0,0,FALSE,NA
DORJ85301,DORJ,Dorje Lhakpa,1985,Autumn,9/11/1985,10/3/1985,10/4/1985,Success (main peak),6966,9,0,3,0,FALSE,NA
DORJ86301,DORJ,Dorje Lhakpa,1986,Autumn,10/24/1986,11/7/1986,NA,Success (main peak),6966,5,0,2,0,FALSE,International Trekkers (Intrek Asia)
DORJ91401,DORJ,Dorje Lhakpa,1991,Winter,11/29/1991,12/16/1991,12/19/1991,Success (main peak),6966,4,0,2,0,FALSE,Universal Trekking Network
DORJ92101,DORJ,Dorje Lhakpa,1992,Spring,4/2/1992,4/13/1992,5/2/1992,Success (main peak),6966,2,0,1,0,FALSE,Mountain Travel
DORJ94301,DORJ,Dorje Lhakpa,1994,Autumn,9/15/1994,10/13/1994,NA,Success (main peak),6966,3,0,2,0,FALSE,Cosmo Treks
DORJ82101,DORJ,Dorje Lhakpa,1982,Spring,3/21/1982,4/26/1982,NA,Success (main peak),6966,8,0,3,0,FALSE,NA
DORJ96101,DORJ,Dorje Lhakpa,1996,Spring,3/2/1996,3/15/1996,3/17/1996,Success (main peak),6966,7,0,2,0,FALSE,Above the Clouds
DORJ81301,DORJ,Dorje Lhakpa,1981,Autumn,9/13/1981,10/18/1981,10/21/1981,Success (main peak),6966,9,0,0,0,TRUE,NA
DORJ98101,DORJ,Dorje Lhakpa,1998,Spring,4/30/1998,5/15/1998,5/18/1998,Success (main peak),6966,5,0,7,0,FALSE,Great Himalayan Adventure (GHA)
DORJ99302,DORJ,Dorje Lhakpa,1999,Autumn,10/9/1999,10/28/1999,10/29/1999,Success (main peak),6966,4,0,6,0,FALSE,Great Himalayan Adventure (GHA)
DORJ99301,DORJ,Dorje Lhakpa,1999,Autumn,10/18/1999,10/28/1999,10/31/1999,Success (main peak),6966,8,0,4,0,FALSE,Great Himalayan Adventure (GHA)
DORJ00301,DORJ,Dorje Lhakpa,2000,Autumn,10/14/2000,10/24/2000,10/29/2000,Success (main peak),6966,7,0,3,0,FALSE,Great Himalayan Adventure (GHA)
DORJ01301,DORJ,Dorje Lhakpa,2001,Autumn,10/11/2001,10/21/2001,10/24/2001,Success (main peak),6966,5,0,2,0,FALSE,Great Himalayan Adventure (GHA)
DORJ02301,DORJ,Dorje Lhakpa,2002,Autumn,10/12/2002,10/23/2002,10/26/2002,Success (main peak),6966,5,0,3,0,FALSE,Great Himalayan Adventure (GHA)
DORJ03101,DORJ,Dorje Lhakpa,2003,Spring,2/28/2003,3/19/2003,3/21/2003,Success (main peak),6966,5,0,3,0,FALSE,Nomad Expeditions
DORJ05401,DORJ,Dorje Lhakpa,2005,Winter,1/31/2006,2/7/2006,2/10/2006,Success (main peak),6966,1,0,3,0,FALSE,Walung Treks
DORJ79301,DORJ,Dorje Lhakpa,1979,Autumn,NA,NA,NA,Success (main peak),6966,4,0,0,0,FALSE,Mountain Travel
LEON87301,LEON,Leonpo Gang,1987,Autumn,9/3/1987,9/27/1987,NA,Success (main peak),6979,6,0,4,0,FALSE,Adventure Nepal
LEON82101,LEON,Leonpo Gang,1982,Spring,3/30/1982,5/3/1982,NA,Success (main peak),6979,7,0,3,0,FALSE,NA
LEON62101,LEON,Leonpo Gang,1962,Spring,3/24/1962,5/3/1962,5/17/1962,Success (main peak),6979,8,0,9,0,FALSE,NA
LEON93301,LEON,Leonpo Gang,1993,Autumn,NA,NA,NA,Success (main peak),6979,2,0,0,0,FALSE,NA
KGUR83301,KGUR,Kang Guru,1983,Autumn,9/30/1983,10/19/1983,NA,Success (main peak),6981,10,0,4,0,TRUE,NA
KGUR83401,KGUR,Kang Guru,1983,Winter,12/5/1983,12/18/1983,12/22/1983,Success (main peak),6981,4,0,0,0,FALSE,Himalayan Journeys
KGUR91301,KGUR,Kang Guru,1991,Autumn,10/4/1991,10/21/1991,10/24/1991,Success (main peak),6981,5,0,2,0,FALSE,Trekking International
KGUR84301,KGUR,Kang Guru,1984,Autumn,9/12/1984,9/19/1984,9/20/1984,Success (main peak),6981,3,0,0,0,FALSE,NA
KGUR84102,KGUR,Kang Guru,1984,Spring,4/19/1984,5/1/1984,NA,Success (main peak),6981,5,0,4,0,FALSE,NA
KGUR92301,KGUR,Kang Guru,1992,Autumn,9/13/1992,9/22/1992,9/26/1992,Success (main peak),6981,5,0,1,0,FALSE,Dream Trekking
KGUR93101,KGUR,Kang Guru,1993,Spring,3/25/1993,4/14/1993,4/22/1993,Success (main peak),6981,5,0,2,0,FALSE,Cosmo Treks
KGUR94301,KGUR,Kang Guru,1994,Autumn,10/25/1994,11/4/1994,NA,Success (main peak),6981,4,0,2,0,FALSE,Khumbi-ila Mt. & Trekking
KGUR82101,KGUR,Kang Guru,1982,Spring,4/2/1982,5/2/1982,NA,Success (main peak),6981,5,0,3,0,FALSE,NA
KGUR81101,KGUR,Kang Guru,1981,Spring,3/22/1981,4/27/1981,NA,Success (main peak),6981,8,0,3,0,FALSE,NA
KGUR82301,KGUR,Kang Guru,1982,Autumn,9/30/1982,10/12/1982,10/16/1982,Success (main peak),6981,10,0,0,0,FALSE,NA
KGUR55201,KGUR,Kang Guru,1955,Summer,NA,7/2/1955,NA,Success (main peak),6981,3,0,0,0,FALSE,NA
KGUR99302,KGUR,Kang Guru,1999,Autumn,10/19/1999,10/27/1999,10/28/1999,Success (main peak),6981,9,0,5,0,FALSE,Khumbi-ila Mt. & Trekking
KGUR00301,KGUR,Kang Guru,2000,Autumn,10/19/2000,10/26/2000,10/30/2000,Success (main peak),6981,9,0,4,0,FALSE,Khumbi-ila Mt. & Trekking
KGUR01301,KGUR,Kang Guru,2001,Autumn,10/2/2001,10/9/2001,10/17/2001,Success (main peak),6981,4,0,0,0,FALSE,Montagnes du Monde
KGUR01302,KGUR,Kang Guru,2001,Autumn,10/5/2001,10/13/2001,10/16/2001,Success (main peak),6981,6,0,2,0,FALSE,Montagnes du Monde
KGUR02301,KGUR,Kang Guru,2002,Autumn,10/26/2002,11/5/2002,11/9/2002,Success (main peak),6981,8,0,3,0,FALSE,Makalu Adventure
KGUR04301,KGUR,Kang Guru,2004,Autumn,10/30/2004,11/6/2004,11/8/2004,Success (main peak),6981,3,0,3,0,FALSE,Parbat Kailash Adventures Treks
