"","can_party","general_votes","ttl_disb","state","lamvotes","tvotes","tdisb","disb","votes"
"195","REP",206455,950930.06,"MS",5429.23755431803,0.992541534211844,-0.121906943462621,13.7651957951848,42623667025
"196","REP",83542,0,"MS",2960.61934929036,-0.61029568024881,-0.792173707383451,0,6979265764
"197","REP",209490,1153288.68,"MS",5482.59787559204,0.998173597819613,0.0604108319413784,13.9581281408533,43886060100
"198","REP",181323,609274.42,"MS",4976.89427497742,0.825329366207114,-0.564651606989801,13.3200240527523,32878030329
"199","REP",241954,1526930.25,"MO",6038.357803209,0.965636265641892,0.259897292169774,14.2387699053579,58541738116
"200","REP",249865,1012689.21,"MO",6169.96624694096,0.999174093619556,-0.0406341068505192,13.8281199345781,62432518225
"201","REP",225348,918745.78,"MO",5757.37622577429,0.992895940591939,-0.11898592839512,13.7307647363014,50781721104
"202","REP",123771,123800.91,"MO",3853.11228303908,-0.209621679046622,-0.977782568710281,11.726429989771,15319260441
"203","REP",238388,1465582.25,"MO",5978.57017807143,0.972394232854475,0.233344071943891,14.1977631617479,56828838544
"204","REP",228692,1640591.29,"MO",5814.49341569294,0.932537311021151,0.361073626222465,14.3105672775034,52300030864
"205","REP",285358,6064302.48,"MT",6744.3551704753,0.422733190051854,0.906254186212998,15.6179300863268,81429188164
"206","REP",189771,375031.73,"NE",5131.12843519492,0.758920652131622,-0.6511831107823,12.8347659147064,36013032441
"207","REP",141066,1579008.03,"NE",4206.14356761691,0.129734497436583,0.991548768429913,14.272307378722,19899616356
"208","REP",226720,773856.83,"NE",5780.84427873909,0.976415043642515,-0.215901974397146,13.5591421613018,51401958400
"209","REP",54174,30999.3,"NV",2214.48371832671,-0.775748952602209,-0.631041648812958,10.3417199025672,2934822276
"210","REP",182676,920531.45,"NV",5001.75278368464,0.974739472044628,-0.223344938689374,13.7327064452856,33370520976
"211","REP",142926,2074061.09,"NV",4243.23411054082,0.0943746378960579,0.995536753576676,14.5450191224969,20427841476
"212","REP",118328,1931341.23,"NV",3738.69895852052,-0.325156339053495,0.945660274714619,14.4737252573474,14001515584
"213","REP",157176,1545515.37,"NH",4522.3134686343,0.566420436015889,0.824116429677002,14.2508679855065,24704294976
"214","REP",55,318973.17,"NH",20.3834770201286,-0.941665685771832,-0.33654975299332,12.6728622716468,3025
"215","REP",112388,209797.03,"NJ",3611.83689802967,-0.402053508808557,-0.91561617288836,12.2538958185048,12631062544
"216","REP",176338,1640946.72,"NJ",4884.77179740046,0.74248377065668,0.669864053604489,14.3107839015378,31095090244
